run,accuracy,mde
1,76.61224489795919,0.6237248770383522
2,74.3265306122449,0.676764020350916
3,76.44897959183673,0.6413985920737308
4,78.24489795918367,0.5747610155303534
5,74.81632653061224,0.6599239173480109
