run,epochs,total_time_sec,avg_epoch_time_sec
1,94,107.55892086029053,1.1442438389392608
2,110,124.31641888618469,1.130149262601679
3,97,110.76950025558472,1.1419536108823167
4,105,118.545090675354,1.1290008635748001
5,74,82.84323859214783,1.119503224218214
