run,epochs,total_time_sec,avg_epoch_time_sec
1,123,231.74149203300476,1.8840771710000388
2,131,249.47065544128418,1.9043561484067495
3,122,233.62318801879883,1.914944164088515
4,162,309.8878471851349,1.9128879455872525
5,99,187.62912344932556,1.8952436712053087
