run,accuracy,mde
1,99.74554707379136,0.012287543036845656
2,99.59287531806615,0.011941093884853963
3,99.6437659033079,0.010728578882134023
4,99.6437659033079,0.01091680297425471
5,99.69465648854961,0.00958586680941632
