run,accuracy,mde,mde_std
1,99.6437659033079,0.01620305880472379,0.3114801817667735
2,99.6437659033079,0.009443333873434713,0.19962403348060265
3,99.6437659033079,0.015869084394589065,0.28282936016198473
4,99.59287531806615,0.016311823559408963,0.2866647388566821
5,99.59287531806615,0.014599600318498364,0.2599482856502901
