run,epochs,total_time_sec,avg_epoch_time_sec
1,108,120.23756694793701,1.1133108050734908
2,83,92.61897659301758,1.1158912842532238
3,100,112.19772362709045,1.1219772362709046
4,119,133.95327615737915,1.1256577828351189
5,142,159.1715967655182,1.1209267377853394
