run,epochs,total_time_sec,avg_epoch_time_sec
1,140,265.3960556983948,1.8956861121313913
2,121,228.24948596954346,1.8863593881780452
3,139,260.44022607803345,1.8736706912088736
4,143,271.31220602989197,1.8972881540551887
5,168,318.5730211734772,1.8962679831754594
