run,epochs,total_time_sec,avg_epoch_time_sec
1,101,114.89909768104553,1.1376148285252032
2,109,122.2814199924469,1.1218478898389623
3,114,128.03445672988892,1.123109269560429
4,178,198.75232577323914,1.1165860998496582
5,91,102.79666376113892,1.1296336677048233
