Label,AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
6,,,,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-69.0,-68.0,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-72.0,-56.0
6,-60.0,-70.0,-68.0,
6,-60.0,-69.0,-71.0,-57.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-69.0,-70.0,-57.0
6,-60.0,-70.0,-72.0,-56.0
6,-59.0,-70.0,-72.0,-52.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-72.0,-72.0,-53.0
6,-60.0,-70.0,-71.0,-57.0
6,-59.0,-71.0,-72.0,-56.0
6,-59.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-69.0,-57.0
6,-60.0,-71.0,-72.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-70.0,-72.0,-58.0
6,-59.0,-70.0,-73.0,-58.0
6,-60.0,-70.0,-70.0,-55.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-71.0,,
6,-59.0,-70.0,-73.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-69.0,-73.0,-57.0
6,-59.0,-70.0,-69.0,-55.0
6,-60.0,-70.0,-66.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-71.0,-73.0,-57.0
6,-59.0,-70.0,-70.0,-57.0
6,-59.0,-70.0,-71.0,-55.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-72.0,-57.0
6,-55.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-54.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-71.0,-58.0
6,-60.0,-69.0,-69.0,-56.0
6,-60.0,-76.0,-73.0,-56.0
6,-59.0,-70.0,-73.0,-57.0
6,-60.0,-69.0,-73.0,-59.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-70.0,-72.0,-52.0
6,-59.0,-70.0,-71.0,-57.0
6,,,-71.0,-56.0
6,-60.0,-70.0,-73.0,-56.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-78.0,-72.0,-53.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-72.0,-56.0
6,-59.0,-69.0,-73.0,-56.0
6,-60.0,-70.0,-73.0,-56.0
6,-59.0,-70.0,-70.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-54.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-71.0,-56.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-69.0,-73.0,-51.0
6,-55.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-72.0,-57.0
6,-60.0,-71.0,-71.0,-54.0
6,-60.0,-70.0,-72.0,-56.0
6,-59.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-73.0,-57.0
6,-59.0,-69.0,-72.0,-55.0
6,-54.0,-69.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-55.0
6,-60.0,-70.0,-72.0,-57.0
6,-53.0,-70.0,-73.0,-56.0
6,-60.0,-69.0,-72.0,-57.0
6,-60.0,-70.0,-67.0,-56.0
6,,-70.0,,
6,-55.0,-70.0,-73.0,-57.0
6,-60.0,-71.0,-70.0,-56.0
6,-60.0,-70.0,-73.0,-57.0
6,-59.0,-70.0,-72.0,-52.0
6,-59.0,-71.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-52.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-69.0,-71.0,-50.0
6,-59.0,-70.0,-68.0,-57.0
6,-59.0,-70.0,-65.0,-56.0
6,-60.0,-70.0,-72.0,-55.0
6,-59.0,-71.0,-71.0,-57.0
6,-60.0,-69.0,-71.0,-51.0
6,-59.0,-70.0,-72.0,-53.0
6,-60.0,-70.0,-72.0,-56.0
6,-60.0,-70.0,-70.0,-57.0
6,-59.0,-71.0,-71.0,-57.0
6,-60.0,-70.0,-70.0,-56.0
6,-59.0,-70.0,-72.0,-58.0
6,-60.0,-70.0,-69.0,-59.0
6,-60.0,-70.0,-72.0,-56.0
6,-59.0,-70.0,-71.0,-51.0
6,-54.0,-69.0,-72.0,-56.0
6,-59.0,-70.0,-70.0,-52.0
6,-59.0,-69.0,-71.0,-56.0
6,-60.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-70.0,-56.0
6,-60.0,-69.0,-70.0,-52.0
6,-60.0,-69.0,-71.0,-57.0
6,-60.0,-69.0,-72.0,-57.0
6,-55.0,-70.0,-70.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-73.0,-55.0
6,-59.0,,-72.0,-57.0
6,-60.0,-71.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-69.0,-68.0,-56.0
6,-60.0,-70.0,-72.0,-56.0
6,-58.0,-70.0,-74.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-70.0,-56.0
6,-59.0,-70.0,-71.0,-57.0
6,-60.0,-75.0,-69.0,-50.0
6,-60.0,-70.0,-72.0,-56.0
6,-60.0,-70.0,-71.0,-55.0
6,-59.0,-69.0,-72.0,-52.0
6,-60.0,-70.0,-72.0,-57.0
6,,,-72.0,-57.0
6,-59.0,-69.0,-70.0,-61.0
6,-60.0,-70.0,-71.0,-54.0
6,-50.0,-69.0,-71.0,-56.0
6,-59.0,-70.0,-71.0,-58.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-69.0,-73.0,-57.0
6,-60.0,-70.0,,
6,-60.0,-70.0,-71.0,-54.0
6,-59.0,-70.0,-73.0,-56.0
6,-59.0,-69.0,-70.0,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-54.0
6,-53.0,-70.0,-71.0,-56.0
6,-60.0,-71.0,-70.0,-51.0
6,-59.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-72.0,-58.0
6,-59.0,-69.0,-71.0,-57.0
6,-60.0,-70.0,-70.0,-57.0
6,-59.0,-70.0,-70.0,-56.0
6,-60.0,-70.0,-70.0,-57.0
6,-61.0,-78.0,-69.0,-55.0
6,-59.0,-70.0,-73.0,-53.0
6,,,,-56.0
6,-59.0,-69.0,-72.0,-56.0
6,-59.0,-70.0,-70.0,-52.0
6,-60.0,-69.0,-72.0,-57.0
6,-59.0,-71.0,-71.0,-52.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-71.0,-71.0,-57.0
6,-55.0,-70.0,-73.0,-56.0
6,-54.0,-70.0,-71.0,-57.0
6,-59.0,-69.0,-72.0,-50.0
6,-59.0,-69.0,-71.0,-57.0
6,-59.0,-70.0,-72.0,-58.0
6,-59.0,-70.0,-72.0,-55.0
6,-59.0,-69.0,-73.0,-55.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-69.0,-72.0,-57.0
6,-60.0,-70.0,-72.0,-56.0
6,-60.0,-69.0,-71.0,-57.0
6,-59.0,-69.0,-72.0,-58.0
6,-59.0,-70.0,-73.0,-52.0
6,-60.0,-69.0,-72.0,-54.0
6,-59.0,-70.0,-70.0,
6,-60.0,-69.0,-71.0,-56.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-69.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-73.0,-54.0
6,-60.0,-70.0,-73.0,-50.0
6,-52.0,-70.0,-72.0,-57.0
6,-60.0,-69.0,-68.0,-56.0
6,-60.0,-69.0,-70.0,-57.0
6,-52.0,-70.0,-70.0,-56.0
6,-59.0,-70.0,-70.0,-56.0
6,-59.0,-70.0,-73.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,,,-70.0,-57.0
6,-59.0,-69.0,-72.0,-58.0
6,-60.0,-70.0,-72.0,-56.0
6,-60.0,-70.0,-70.0,-56.0
6,-59.0,-70.0,-68.0,-57.0
6,-59.0,-71.0,-71.0,-57.0
6,-59.0,-70.0,-72.0,-57.0
6,-55.0,-71.0,-69.0,-57.0
6,-59.0,-69.0,-71.0,-55.0
6,-60.0,-70.0,-68.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-69.0,-55.0
6,-60.0,-69.0,-72.0,-56.0
6,-55.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-71.0,-57.0
6,-60.0,-71.0,-70.0,-56.0
6,-60.0,-71.0,-70.0,-56.0
6,,-70.0,,
6,-60.0,-69.0,-71.0,-56.0
6,-60.0,-71.0,-69.0,-57.0
6,-59.0,-69.0,-71.0,-57.0
6,-59.0,-69.0,-71.0,-57.0
6,-59.0,-70.0,-70.0,-57.0
6,-54.0,,-70.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-71.0,-56.0
6,-54.0,-70.0,-71.0,-56.0
6,-55.0,-70.0,-72.0,-56.0
6,-59.0,-69.0,-69.0,-57.0
6,,,-71.0,-56.0
6,-60.0,-69.0,-72.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-71.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-69.0,-72.0,-58.0
6,-59.0,-71.0,-71.0,-52.0
6,-59.0,-70.0,-73.0,-58.0
6,-60.0,-70.0,-68.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-69.0,-55.0
6,-59.0,-69.0,-73.0,-58.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-71.0,-55.0
6,-59.0,-70.0,-71.0,-57.0
6,-61.0,-70.0,-71.0,-55.0
6,-59.0,-69.0,-73.0,-57.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-69.0,-69.0,-57.0
6,-59.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-72.0,
6,-59.0,-70.0,-70.0,-56.0
6,-60.0,-70.0,-70.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-71.0,-71.0,-55.0
6,-60.0,-70.0,-70.0,-56.0
6,-60.0,-70.0,,
6,-59.0,-70.0,-72.0,-57.0
6,-54.0,-70.0,-68.0,-56.0
6,-60.0,-69.0,-71.0,-56.0
6,-60.0,-69.0,-71.0,-57.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-72.0,-50.0
6,-60.0,-76.0,-72.0,-51.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-73.0,-57.0
6,-59.0,-70.0,-70.0,-56.0
6,-60.0,-70.0,-70.0,-55.0
6,-60.0,-70.0,-70.0,-52.0
6,-60.0,-69.0,-71.0,-57.0
6,-59.0,-70.0,-73.0,-57.0
6,-48.0,-69.0,-71.0,-56.0
6,-60.0,-70.0,-70.0,-54.0
6,-59.0,-69.0,-73.0,-56.0
6,-59.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-73.0,-57.0
6,-52.0,-69.0,-71.0,-57.0
6,-54.0,-71.0,-71.0,-56.0
6,-60.0,-69.0,-71.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-60.0,-71.0,-69.0,-59.0
6,-52.0,-70.0,-70.0,-56.0
6,-60.0,-69.0,-69.0,-55.0
6,-60.0,-70.0,-72.0,-58.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-70.0,-72.0,-56.0
6,-60.0,-69.0,-71.0,-53.0
6,-59.0,-71.0,-68.0,-56.0
6,-60.0,-70.0,-71.0,-51.0
6,-59.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-68.0,-51.0
6,-59.0,,-71.0,-57.0
6,-59.0,-69.0,-72.0,-58.0
6,-59.0,-70.0,-72.0,-54.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-70.0,-56.0
6,-59.0,-69.0,-71.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-71.0,-71.0,-58.0
6,-53.0,-70.0,-72.0,-56.0
6,-60.0,-69.0,-71.0,-56.0
6,-60.0,-69.0,-71.0,-56.0
6,-60.0,-70.0,-71.0,-56.0
6,-55.0,,-72.0,-56.0
6,-59.0,-70.0,-70.0,-56.0
6,-59.0,-70.0,-71.0,-50.0
6,,-70.0,,
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-72.0,-52.0
6,-59.0,-69.0,-69.0,-52.0
6,-60.0,-69.0,-71.0,-56.0
6,-53.0,-70.0,-72.0,-56.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-70.0,-57.0
6,-59.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-70.0,-50.0
6,-59.0,-70.0,-72.0,-58.0
6,-59.0,-70.0,-73.0,-57.0
6,-62.0,-77.0,-70.0,-58.0
6,-60.0,-70.0,-72.0,-57.0
6,-60.0,-71.0,-71.0,-58.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-70.0,-73.0,-57.0
6,-55.0,-69.0,-71.0,-57.0
6,-59.0,-69.0,-73.0,-48.0
6,-59.0,-69.0,-70.0,-57.0
6,-60.0,-70.0,-71.0,-55.0
6,-53.0,-70.0,-72.0,-58.0
6,-54.0,-71.0,-70.0,-57.0
6,-60.0,-70.0,-73.0,-56.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-70.0,-71.0,-58.0
6,-59.0,-69.0,-70.0,-52.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-73.0,-57.0
6,-60.0,-70.0,-72.0,-58.0
6,-59.0,-70.0,-71.0,-55.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-72.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-60.0,-70.0,-70.0,-54.0
6,-60.0,-70.0,-72.0,-52.0
6,-59.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-69.0,-70.0,-57.0
6,-59.0,-70.0,-72.0,-56.0
6,-59.0,-70.0,-70.0,-52.0
6,-60.0,-70.0,-73.0,-56.0
6,-59.0,-70.0,-73.0,-57.0
6,-59.0,-70.0,-72.0,-56.0
6,-59.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-69.0,-69.0,-57.0
6,-59.0,-71.0,-71.0,-52.0
6,-59.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-72.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-71.0,-56.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-71.0,-71.0,-52.0
6,-59.0,-70.0,-70.0,-56.0
6,-60.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-71.0,-54.0
6,-60.0,-70.0,-71.0,-57.0
6,-60.0,-70.0,-71.0,-56.0
6,-54.0,-69.0,-71.0,-57.0
6,-59.0,-70.0,-71.0,-51.0
6,-59.0,-69.0,-72.0,-58.0
6,-59.0,-69.0,-73.0,-56.0
6,-59.0,-70.0,-72.0,-57.0
6,-59.0,-70.0,-70.0,-56.0
6,-60.0,-69.0,-71.0,-51.0
6,-55.0,-70.0,-71.0,-57.0
6,-59.0,-70.0,-72.0,-58.0
6,-60.0,-69.0,-71.0,-57.0
6,-59.0,-69.0,-72.0,-58.0
6,-60.0,-70.0,-72.0,-55.0
6,-59.0,-69.0,-69.0,-57.0
6,-60.0,-70.0,-69.0,-57.0
6,-59.0,-69.0,-73.0,-55.0
6,-59.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-72.0,-55.0
6,-59.0,-69.0,-70.0,-61.0
6,-59.0,-70.0,-70.0,-51.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-70.0,-72.0,-52.0
6,-60.0,-69.0,-71.0,-51.0
6,-60.0,-69.0,-71.0,-56.0
6,-60.0,-70.0,-72.0,
6,-60.0,-70.0,-72.0,-56.0
6,-60.0,-69.0,-71.0,-50.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-70.0,-65.0,-56.0
6,-59.0,-70.0,-72.0,-58.0
6,-60.0,-69.0,-71.0,-51.0
6,-60.0,-70.0,-71.0,-56.0
6,-59.0,-69.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-49.0
6,-60.0,-69.0,-71.0,-50.0
6,-60.0,-71.0,-70.0,-56.0
6,-60.0,-70.0,-72.0,-52.0
6,-59.0,-69.0,-72.0,-57.0
6,,-70.0,,
6,-59.0,-70.0,-65.0,-56.0
6,-60.0,-71.0,-71.0,-54.0
6,-60.0,-70.0,-72.0,-57.0
6,-59.0,-69.0,-72.0,-50.0
6,-60.0,-70.0,-73.0,-54.0
6,-53.0,-70.0,-73.0,-56.0
6,-59.0,-71.0,-71.0,-57.0
6,-63.0,-77.0,-71.0,-57.0
6,-60.0,-69.0,-72.0,-58.0
6,-60.0,-70.0,-72.0,-57.0
6,-60.0,-70.0,-70.0,-57.0
6,-54.0,-70.0,-72.0,-58.0
6,-59.0,-69.0,-72.0,-56.0
6,-59.0,-71.0,-71.0,-57.0
6,-55.0,-70.0,-70.0,-57.0
6,-60.0,-69.0,-69.0,-55.0
6,-60.0,-69.0,-72.0,-56.0
6,-60.0,-76.0,-73.0,-56.0
6,-59.0,-71.0,-72.0,-56.0
6,-59.0,-71.0,-72.0,-56.0
6,-48.0,-69.0,-71.0,-56.0
6,-59.0,-70.0,-72.0,-52.0
6,-59.0,-69.0,-72.0,-58.0
6,-59.0,-69.0,-73.0,-55.0
6,-60.0,-69.0,-72.0,-56.0
5,-59.0,-67.0,-59.0,-53.0
5,-58.0,-67.0,-60.0,-49.0
5,-59.0,-67.0,-63.0,-55.0
5,-59.0,-68.0,-63.0,-53.0
5,-55.0,-68.0,-62.0,-55.0
5,-59.0,-68.0,-62.0,-55.0
5,-60.0,-68.0,-62.0,-55.0
5,-59.0,-67.0,-62.0,-53.0
5,-58.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-62.0,-53.0
5,-58.0,-67.0,-63.0,-54.0
5,-58.0,-67.0,-61.0,-53.0
5,-62.0,-68.0,-62.0,-55.0
5,-59.0,-68.0,-62.0,-53.0
5,-59.0,-67.0,-61.0,-53.0
5,-58.0,-67.0,-63.0,-54.0
5,-60.0,-67.0,-62.0,-55.0
5,-58.0,-67.0,-59.0,-55.0
5,-58.0,-67.0,-63.0,-55.0
5,-58.0,-67.0,-62.0,-54.0
5,-58.0,-67.0,-63.0,-54.0
5,-60.0,-67.0,-62.0,-49.0
5,-60.0,-68.0,-62.0,-55.0
5,-59.0,-67.0,-62.0,-52.0
5,-58.0,-68.0,-63.0,-55.0
5,-58.0,-67.0,-63.0,-55.0
5,-58.0,-68.0,-63.0,-54.0
5,-59.0,-68.0,-63.0,-53.0
5,-59.0,-71.0,-63.0,-51.0
5,-59.0,-67.0,-63.0,-55.0
5,-59.0,-68.0,-63.0,-55.0
5,-60.0,-68.0,-63.0,-51.0
5,-66.0,-76.0,-71.0,-56.0
5,-59.0,-68.0,-63.0,-53.0
5,-62.0,-68.0,-62.0,-54.0
5,-58.0,-67.0,-63.0,-54.0
5,-59.0,-67.0,-62.0,-50.0
5,-59.0,-67.0,-63.0,-50.0
5,-59.0,-68.0,-62.0,-54.0
5,-58.0,-68.0,-63.0,-54.0
5,-58.0,-67.0,-62.0,-55.0
5,-58.0,-68.0,-62.0,-50.0
5,-60.0,-68.0,-63.0,-55.0
5,-52.0,-67.0,,-48.0
5,-60.0,-68.0,-59.0,-55.0
5,-58.0,-68.0,-61.0,-49.0
5,-58.0,-68.0,-59.0,-54.0
5,-59.0,-67.0,-62.0,-55.0
5,-54.0,-67.0,-63.0,-56.0
5,-59.0,-68.0,-63.0,-53.0
5,-59.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-62.0,-49.0
5,-60.0,-68.0,-63.0,-55.0
5,-59.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-62.0,-56.0
5,-54.0,-67.0,-62.0,-54.0
5,-60.0,-68.0,-63.0,-54.0
5,-54.0,-68.0,-63.0,-55.0
5,-58.0,-67.0,-63.0,-45.0
5,-60.0,-67.0,-63.0,-52.0
5,-59.0,-68.0,-62.0,-56.0
5,-57.0,-72.0,-62.0,-56.0
5,-58.0,-68.0,-62.0,-55.0
5,-58.0,-67.0,-63.0,-55.0
5,-54.0,-68.0,-63.0,-55.0
5,-58.0,-67.0,-63.0,-54.0
5,-59.0,-67.0,-62.0,-52.0
5,-60.0,-67.0,-63.0,-56.0
5,-59.0,-67.0,-63.0,-55.0
5,-58.0,-67.0,-62.0,-55.0
5,-58.0,-67.0,-63.0,-53.0
5,-54.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-62.0,-48.0
5,-59.0,-67.0,-62.0,-56.0
5,-54.0,-67.0,-61.0,-55.0
5,-60.0,-67.0,-63.0,-55.0
5,-58.0,-67.0,-59.0,-45.0
5,-60.0,-67.0,-62.0,-53.0
5,-60.0,-68.0,-60.0,-52.0
5,-59.0,-67.0,-62.0,-54.0
5,-60.0,-67.0,-62.0,-56.0
5,-58.0,-67.0,-63.0,-55.0
5,-61.0,-68.0,-62.0,-55.0
5,-59.0,-67.0,-59.0,-50.0
5,-58.0,-68.0,-63.0,-54.0
5,-60.0,-67.0,-63.0,-53.0
5,-60.0,-68.0,-64.0,-51.0
5,-62.0,-67.0,-59.0,-54.0
5,-58.0,-67.0,-59.0,-54.0
5,-58.0,-67.0,-63.0,-54.0
5,-60.0,-68.0,-62.0,-48.0
5,-60.0,-68.0,-62.0,-55.0
5,-57.0,-67.0,-63.0,-54.0
5,-58.0,-67.0,-59.0,-53.0
5,-59.0,-68.0,-63.0,-52.0
5,-59.0,-68.0,-63.0,-55.0
5,-60.0,-67.0,-57.0,-48.0
5,-58.0,-67.0,-62.0,-53.0
5,-59.0,-67.0,-63.0,-55.0
5,-59.0,-67.0,-62.0,-49.0
5,-60.0,-68.0,-63.0,-48.0
5,-60.0,-68.0,-62.0,-55.0
5,-59.0,-67.0,-63.0,-54.0
5,-60.0,-68.0,-63.0,-56.0
5,-59.0,-67.0,-63.0,-55.0
5,-58.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-62.0,-56.0
5,-59.0,-67.0,-63.0,-54.0
5,-59.0,-68.0,-63.0,-55.0
5,-59.0,,-62.0,-51.0
5,-58.0,-67.0,-63.0,-53.0
5,-60.0,-68.0,-62.0,-55.0
5,-60.0,-68.0,-63.0,-54.0
5,-54.0,-68.0,-59.0,-55.0
5,-59.0,-67.0,-62.0,-55.0
5,-58.0,-68.0,-62.0,-54.0
5,-67.0,-76.0,-70.0,-56.0
5,-59.0,-67.0,-63.0,-55.0
5,-54.0,-68.0,-63.0,-56.0
5,-61.0,-74.0,-63.0,-56.0
5,-61.0,-68.0,-62.0,-53.0
5,-63.0,-70.0,-62.0,-54.0
5,-58.0,-67.0,-62.0,-49.0
5,-58.0,-67.0,-62.0,-51.0
5,-58.0,-67.0,-63.0,-56.0
5,-60.0,-67.0,-60.0,-50.0
5,-58.0,-68.0,-59.0,-54.0
5,-59.0,-68.0,-62.0,-54.0
5,-58.0,-67.0,-61.0,-55.0
5,-59.0,-68.0,-62.0,-56.0
5,-60.0,-67.0,-63.0,-55.0
5,-53.0,-67.0,-63.0,-56.0
5,-58.0,-67.0,-63.0,-54.0
5,-55.0,-68.0,-62.0,-54.0
5,-57.0,-72.0,-62.0,-54.0
5,-62.0,-67.0,-63.0,-53.0
5,-59.0,-67.0,-62.0,-54.0
5,-59.0,-67.0,-62.0,-55.0
5,-60.0,-68.0,-63.0,-55.0
5,-52.0,-67.0,-62.0,-53.0
5,-59.0,-68.0,-62.0,-54.0
5,-59.0,-67.0,-61.0,-50.0
5,-55.0,-67.0,-62.0,-54.0
5,-60.0,-67.0,-62.0,-55.0
5,-60.0,-67.0,-63.0,-55.0
5,-59.0,-68.0,-63.0,-55.0
5,-59.0,-67.0,-62.0,-55.0
5,-60.0,-67.0,-63.0,-55.0
5,-61.0,-67.0,-60.0,-53.0
5,-54.0,-67.0,-63.0,-55.0
5,-62.0,-67.0,-63.0,-54.0
5,-60.0,-67.0,-63.0,-55.0
5,-60.0,-67.0,-63.0,-55.0
5,-60.0,,-62.0,-56.0
5,-59.0,-68.0,-63.0,-55.0
5,-58.0,-68.0,-63.0,-54.0
5,-58.0,-67.0,-62.0,-55.0
5,-61.0,-67.0,-63.0,-53.0
5,-58.0,-67.0,-62.0,-55.0
5,-60.0,-68.0,-62.0,-55.0
5,-59.0,-67.0,-63.0,-51.0
5,-61.0,-67.0,-62.0,-54.0
5,-58.0,-68.0,-60.0,-49.0
5,-52.0,-68.0,-63.0,-56.0
5,-59.0,-68.0,-63.0,-55.0
5,-60.0,-67.0,-63.0,-55.0
5,-58.0,-67.0,-63.0,-48.0
5,-59.0,-67.0,-63.0,-55.0
5,,-68.0,,
5,-58.0,-67.0,-63.0,-55.0
5,-59.0,-67.0,-62.0,-54.0
5,-59.0,-67.0,-63.0,-53.0
5,-59.0,-68.0,-63.0,-55.0
5,-58.0,-67.0,-62.0,-55.0
5,-60.0,-67.0,-62.0,-49.0
5,-59.0,-67.0,-60.0,-55.0
5,-58.0,-67.0,-63.0,-55.0
5,-59.0,-67.0,-62.0,-56.0
5,-59.0,-68.0,-63.0,-55.0
5,-59.0,-68.0,-63.0,-55.0
5,-59.0,-67.0,-62.0,-53.0
5,-63.0,-68.0,-63.0,-54.0
5,-60.0,-67.0,-63.0,-55.0
5,-58.0,-68.0,-62.0,-56.0
5,-59.0,-67.0,-63.0,-52.0
5,-60.0,-67.0,-63.0,-55.0
5,-58.0,-68.0,-60.0,-54.0
5,-59.0,-67.0,-62.0,-52.0
5,-59.0,-67.0,-60.0,-55.0
5,-58.0,-67.0,-63.0,-54.0
5,,-72.0,,
5,-59.0,-67.0,-63.0,-56.0
5,-59.0,-68.0,-63.0,-55.0
5,-59.0,-68.0,-62.0,-56.0
5,-59.0,-68.0,-62.0,-55.0
5,-60.0,-68.0,-63.0,-56.0
5,-60.0,-68.0,-63.0,-56.0
5,-60.0,-70.0,-63.0,-49.0
5,-59.0,-68.0,-63.0,-57.0
5,-58.0,-67.0,-62.0,-54.0
5,-58.0,-67.0,-59.0,-52.0
5,-58.0,-67.0,-61.0,-54.0
5,-59.0,-67.0,-62.0,-55.0
5,,-67.0,,
5,-59.0,-68.0,-63.0,-50.0
5,-58.0,-68.0,-63.0,-55.0
5,-58.0,-68.0,-63.0,-56.0
5,-59.0,-67.0,-62.0,-55.0
5,-59.0,-68.0,-60.0,-55.0
5,-58.0,-67.0,-59.0,-55.0
