Label,AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
16,-60.0,-67.0,-57.0,-63.0
16,-59.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-57.0,-60.0
16,-60.0,-67.0,-57.0,-61.0
16,,,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-57.0,-63.0
16,-52.0,-67.0,-55.0,-53.0
16,-58.0,-60.0,-57.0,-62.0
16,-52.0,-65.0,-58.0,-58.0
16,-58.0,-65.0,-58.0,-58.0
16,-59.0,-65.0,-57.0,-63.0
16,-57.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-57.0,-64.0
16,-59.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-57.0,-62.0
16,-59.0,-67.0,-58.0,-63.0
16,-58.0,-66.0,-58.0,-57.0
16,-59.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-57.0,-62.0
16,,-65.0,,
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-66.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-66.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-62.0
16,-61.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-61.0,-67.0,-57.0,-62.0
16,-59.0,-65.0,-57.0,-60.0
16,-58.0,-65.0,-57.0,-64.0
16,-60.0,-70.0,-57.0,-64.0
16,-59.0,-67.0,-59.0,-63.0
16,-58.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-56.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-58.0,-64.0
16,-59.0,-66.0,-55.0,-63.0
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-60.0,-57.0,-64.0
16,-59.0,-67.0,-56.0,-63.0
16,-59.0,-65.0,-54.0,-61.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-64.0
16,-60.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,,
16,-59.0,-65.0,-57.0,-61.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-57.0,-61.0
16,-52.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-57.0,-64.0
16,-60.0,-66.0,,
16,-59.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-56.0
16,-59.0,-67.0,-55.0,-61.0
16,-58.0,-65.0,-58.0,-58.0
16,-59.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-60.0,-67.0,-58.0,
16,-60.0,-66.0,-58.0,-63.0
16,-50.0,-65.0,-57.0,-62.0
16,-59.0,-66.0,-57.0,-64.0
16,-58.0,-65.0,-57.0,-61.0
16,-58.0,-66.0,-57.0,-63.0
16,-59.0,-66.0,-57.0,-62.0
16,-58.0,-66.0,-58.0,-63.0
16,-59.0,-66.0,-57.0,-64.0
16,-49.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-57.0,-62.0
16,-50.0,-65.0,-56.0,-62.0
16,-58.0,-66.0,-58.0,-61.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-59.0
16,-58.0,-66.0,-58.0,-63.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-60.0,-71.0,-59.0,-61.0
16,-59.0,-66.0,-56.0,-62.0
16,-58.0,-65.0,-57.0,-61.0
16,-59.0,-65.0,-56.0,-61.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-60.0,-66.0,-57.0,-63.0
16,-59.0,-66.0,-58.0,-59.0
16,-59.0,-65.0,-57.0,-61.0
16,-59.0,-65.0,-54.0,-64.0
16,-58.0,-69.0,-58.0,-63.0
16,-60.0,-66.0,-58.0,-64.0
16,-58.0,-66.0,-57.0,-60.0
16,-59.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-59.0
16,-58.0,-65.0,-58.0,-62.0
16,-51.0,-66.0,-55.0,-60.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-57.0,-59.0
16,-50.0,-65.0,-56.0,-62.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-56.0,-58.0
16,-58.0,-65.0,-58.0,-63.0
16,-60.0,-67.0,-58.0,-61.0
16,-60.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-62.0
16,-58.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-56.0,-62.0
16,-59.0,-66.0,-54.0,-54.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-66.0,-57.0,-63.0
16,-58.0,-66.0,-58.0,-64.0
16,-58.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-49.0,-65.0,-57.0,-63.0
16,-52.0,-65.0,-57.0,-58.0
16,-58.0,-65.0,-58.0,-62.0
16,-58.0,-66.0,-58.0,-63.0
16,-50.0,-65.0,-56.0,-62.0
16,-59.0,-65.0,-57.0,-62.0
16,-51.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,-57.0,-63.0
16,-59.0,-66.0,-58.0,-62.0
16,-58.0,-65.0,-58.0,-63.0
16,-48.0,-65.0,-58.0,-63.0
16,-52.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,,-58.0,-62.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-62.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-57.0,-60.0
16,-59.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-56.0,-64.0
16,-52.0,-66.0,-56.0,-63.0
16,-52.0,-65.0,-57.0,-56.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-66.0,-58.0,-63.0
16,-50.0,-65.0,-56.0,-63.0
16,,,-58.0,-62.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-58.0
16,-58.0,-65.0,-58.0,-62.0
16,,,,-63.0
16,-59.0,-66.0,-58.0,-63.0
16,,,-58.0,-64.0
16,-59.0,-66.0,-58.0,-64.0
16,-58.0,-65.0,-57.0,-63.0
16,-59.0,-65.0,-55.0,-64.0
16,-53.0,-66.0,-55.0,-63.0
16,-58.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-56.0,-62.0
16,-54.0,-68.0,-59.0,-62.0
16,-52.0,-65.0,-56.0,-64.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-57.0,-63.0
16,-58.0,-65.0,,
16,-59.0,-65.0,-60.0,-61.0
16,-52.0,-65.0,-57.0,-62.0
16,-59.0,-67.0,-57.0,-57.0
16,-59.0,-67.0,-57.0,-62.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-60.0
16,-58.0,-66.0,-57.0,-61.0
16,-58.0,-65.0,-58.0,-59.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-58.0,-57.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-58.0,-64.0
16,-59.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-57.0,-62.0
16,-58.0,-66.0,-58.0,-62.0
16,-59.0,-65.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-69.0,-56.0,-60.0
16,-58.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-67.0,-57.0,-62.0
16,-58.0,-65.0,-57.0,-61.0
16,-59.0,-65.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-56.0,-62.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-57.0,-61.0
16,-59.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-57.0,-60.0
16,-60.0,-67.0,-57.0,-61.0
16,-58.0,-66.0,-57.0,
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-57.0,-61.0
16,,,-58.0,-60.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-57.0,-57.0
16,-59.0,-65.0,-57.0,-64.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-54.0,-64.0
16,-51.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-54.0,-58.0
16,-58.0,-65.0,-58.0,-57.0
16,-59.0,-65.0,-57.0,-64.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-61.0
16,-58.0,-65.0,-57.0,-57.0
16,-57.0,-65.0,-58.0,-56.0
16,-60.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-62.0
16,-50.0,-65.0,-56.0,-58.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-58.0
16,-58.0,-65.0,,
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-57.0,-65.0,-58.0,-56.0
16,-58.0,-66.0,-58.0,-63.0
16,-58.0,-66.0,-55.0,-63.0
16,-58.0,,-57.0,-63.0
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,,
16,-60.0,-71.0,-58.0,-59.0
16,-58.0,-66.0,-58.0,-64.0
16,-58.0,-60.0,-57.0,-61.0
16,-58.0,-65.0,-57.0,-63.0
16,-58.0,-66.0,-56.0,-60.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-56.0,-58.0
16,-58.0,-66.0,-57.0,-63.0
16,,,-57.0,-63.0
16,-58.0,-65.0,-57.0,-60.0
16,-58.0,-65.0,-54.0,-57.0
16,-52.0,-65.0,-56.0,-64.0
16,-59.0,-65.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-56.0,-63.0
16,-50.0,-65.0,-58.0,-64.0
16,-60.0,-71.0,-55.0,-60.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-55.0,-64.0
16,-59.0,-66.0,-57.0,-62.0
16,-59.0,-66.0,-58.0,-63.0
16,-59.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-57.0,-62.0
16,-52.0,-65.0,-56.0,-63.0
16,-58.0,-66.0,-58.0,-63.0
16,-58.0,-66.0,-57.0,-64.0
16,-60.0,-67.0,-57.0,-62.0
16,-58.0,-66.0,-57.0,-62.0
16,-59.0,-66.0,-56.0,-61.0
16,-58.0,-66.0,-58.0,-61.0
16,-58.0,-66.0,-58.0,-57.0
16,-59.0,-65.0,-56.0,-63.0
16,-58.0,-64.0,-57.0,-61.0
16,-58.0,-65.0,-58.0,-57.0
16,-58.0,-65.0,-57.0,-62.0
16,-49.0,-67.0,-57.0,-63.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-57.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-48.0,-66.0,-57.0,-63.0
16,-60.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-54.0,-57.0
16,-59.0,-65.0,-57.0,-64.0
16,-59.0,-65.0,-52.0,
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-70.0,-57.0,-62.0
16,-59.0,-65.0,-57.0,-62.0
16,-52.0,-66.0,-58.0,-58.0
16,-59.0,-65.0,-57.0,-63.0
16,,-65.0,,
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-60.0,-56.0,-63.0
16,-59.0,-66.0,-58.0,-60.0
16,-59.0,-66.0,-57.0,-60.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-66.0,-58.0,-62.0
16,-59.0,-66.0,-57.0,-60.0
16,-59.0,-66.0,-57.0,-62.0
16,-59.0,-66.0,-57.0,-59.0
16,-59.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-66.0,-58.0,-63.0
16,-60.0,-67.0,-57.0,-62.0
16,-59.0,-65.0,-54.0,-61.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-56.0,-62.0
16,-59.0,-65.0,-57.0,-64.0
16,-58.0,-66.0,-58.0,-63.0
16,,,,-63.0
16,-58.0,-66.0,-58.0,-63.0
16,-59.0,-65.0,-57.0,-57.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-57.0,-63.0
16,-58.0,-65.0,-57.0,-61.0
16,-59.0,-66.0,-60.0,-61.0
16,-58.0,-65.0,-58.0,-58.0
16,-58.0,-66.0,-58.0,-62.0
16,-59.0,-66.0,-57.0,-62.0
16,-52.0,-65.0,-56.0,-64.0
16,-59.0,-66.0,-58.0,-62.0
16,-58.0,-65.0,-57.0,-63.0
16,-60.0,-66.0,-55.0,-62.0
16,-52.0,-66.0,-58.0,-63.0
16,-58.0,-66.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-57.0,-64.0
16,-58.0,-65.0,-56.0,-61.0
16,-58.0,-65.0,-56.0,-59.0
16,-58.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-58.0,-62.0
16,-58.0,-66.0,-58.0,-63.0
16,,,-58.0,-64.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-66.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-52.0,-66.0,-58.0,-63.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-66.0,-57.0,-63.0
16,-51.0,-66.0,-55.0,-58.0
16,-58.0,-66.0,-58.0,-63.0
16,-58.0,-66.0,-58.0,-63.0
16,-52.0,-65.0,-57.0,-64.0
16,-59.0,-65.0,-57.0,-63.0
16,-51.0,-66.0,-56.0,-58.0
16,-59.0,-66.0,-52.0,-63.0
16,-53.0,-68.0,-57.0,-58.0
16,-59.0,-65.0,-57.0,-62.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-66.0,-57.0,-62.0
16,-49.0,-66.0,-56.0,-63.0
16,-59.0,-66.0,-55.0,-60.0
16,-59.0,-65.0,-57.0,-61.0
16,-59.0,-65.0,-58.0,-58.0
16,-58.0,-65.0,-57.0,-57.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-57.0,-63.0
16,-59.0,-65.0,-56.0,-62.0
16,-58.0,-65.0,-56.0,-55.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-51.0,-66.0,-56.0,-61.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-64.0
16,-51.0,-66.0,-56.0,-58.0
16,-59.0,-65.0,-57.0,-64.0
16,-58.0,-66.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-56.0,-64.0
16,-58.0,-66.0,-58.0,-61.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-62.0
16,-59.0,-65.0,-54.0,-61.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-56.0,-61.0
16,-52.0,-67.0,-55.0,-53.0
16,-59.0,-66.0,-57.0,-60.0
16,-58.0,-65.0,-58.0,-63.0
16,-49.0,-65.0,-58.0,-63.0
16,-58.0,-66.0,-58.0,-63.0
16,-59.0,-65.0,,
16,-59.0,-66.0,-57.0,-62.0
16,-59.0,-67.0,-59.0,-63.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-62.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-66.0,-57.0,-64.0
16,-57.0,-66.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-60.0,-57.0,-64.0
16,-58.0,-66.0,-57.0,-57.0
16,-58.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-54.0,-57.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-57.0,-60.0
16,-58.0,-60.0,-57.0,-61.0
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-66.0,-58.0,-61.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-67.0,-55.0,-61.0
16,-58.0,-65.0,-58.0,-62.0
16,-50.0,-65.0,-56.0,-62.0
16,-58.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-58.0,-63.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-57.0,-62.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-65.0,-57.0,-60.0
16,-59.0,-66.0,-58.0,-64.0
16,-59.0,-65.0,-57.0,-63.0
16,-49.0,-65.0,-58.0,-63.0
16,-60.0,-66.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-63.0
16,-52.0,-65.0,-57.0,-64.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-58.0,-64.0
16,-59.0,-66.0,-57.0,-60.0
16,-59.0,-67.0,-56.0,-63.0
16,-58.0,-66.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-56.0
16,-58.0,-65.0,-57.0,-63.0
16,-59.0,-66.0,-57.0,-62.0
16,-59.0,-65.0,-56.0,-61.0
16,-59.0,-66.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,-66.0,-56.0,-60.0
16,-59.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-57.0,-62.0
16,-49.0,-65.0,-57.0,-63.0
16,-60.0,-66.0,-58.0,-63.0
16,-59.0,-66.0,-58.0,-63.0
16,-58.0,-65.0,-57.0,-62.0
16,-58.0,-65.0,-58.0,-64.0
16,-58.0,-65.0,-57.0,-62.0
16,-49.0,-66.0,-56.0,-63.0
16,-59.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-52.0,
16,-59.0,-65.0,-58.0,-64.0
16,-60.0,-66.0,-57.0,-63.0
16,-58.0,-65.0,-58.0,-62.0
16,-60.0,-67.0,-57.0,-61.0
16,-59.0,-65.0,-58.0,-62.0
16,-58.0,-66.0,-57.0,-64.0
16,-59.0,-66.0,-60.0,-61.0
16,-59.0,-65.0,-56.0,-64.0
16,-58.0,-66.0,-57.0,-63.0
16,-59.0,-65.0,-58.0,-63.0
16,-59.0,-65.0,-57.0,-64.0
16,-58.0,-65.0,-57.0,-61.0
16,-60.0,-66.0,-55.0,-62.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-55.0,-58.0
15,-53.0,-70.0,-55.0,-59.0
15,,-70.0,,
15,-54.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-61.0
15,,,,-58.0
15,-45.0,-70.0,-54.0,-60.0
15,-52.0,-71.0,-55.0,-58.0
15,-54.0,-70.0,-54.0,-61.0
15,-54.0,-70.0,-52.0,-58.0
15,-53.0,-70.0,-54.0,-55.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-52.0,-59.0
15,-45.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-55.0,-60.0
15,-43.0,-70.0,-54.0,-55.0
15,-55.0,-72.0,-57.0,-53.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-56.0
15,-53.0,-70.0,-54.0,-60.0
15,-43.0,-71.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,-43.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-58.0
15,-45.0,-67.0,-55.0,-60.0
15,-53.0,-70.0,-54.0,-61.0
15,-45.0,-70.0,-54.0,-55.0
15,-54.0,-70.0,-55.0,-54.0
15,-53.0,-70.0,-54.0,-55.0
15,-54.0,-70.0,-52.0,-61.0
15,-53.0,-70.0,-54.0,-60.0
15,-52.0,-70.0,-54.0,-57.0
15,-54.0,-70.0,-54.0,-58.0
15,-54.0,-70.0,-54.0,-61.0
15,-43.0,-70.0,-51.0,-60.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-55.0,-59.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-45.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-53.0,-71.0,-54.0,-60.0
15,-54.0,-71.0,-54.0,-60.0
15,-52.0,-69.0,-56.0,
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-58.0
15,-53.0,-70.0,-54.0,-61.0
15,-45.0,-70.0,-54.0,-54.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-61.0
15,-54.0,-71.0,-54.0,-60.0
15,-53.0,-68.0,-54.0,-62.0
15,-54.0,-70.0,-54.0,-60.0
15,-52.0,-69.0,-54.0,-54.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-58.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-60.0
15,-52.0,-71.0,-49.0,-59.0
15,-53.0,-70.0,-54.0,-55.0
15,-54.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-59.0
15,-45.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-50.0,-61.0
15,-53.0,-70.0,-54.0,-53.0
15,-53.0,-70.0,-55.0,-59.0
15,-54.0,-70.0,-52.0,-61.0
15,-54.0,-70.0,-54.0,-57.0
15,-52.0,-70.0,-55.0,-59.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-61.0
15,,,-54.0,-61.0
15,,,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-52.0,-71.0,-54.0,-59.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-59.0
15,-54.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-56.0,-59.0
15,-53.0,-70.0,-54.0,-60.0
15,-45.0,-70.0,-49.0,-56.0
15,-53.0,-70.0,-52.0,-59.0
15,-54.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-55.0,-57.0
15,-52.0,-69.0,-55.0,-57.0
15,-54.0,-70.0,-55.0,-60.0
15,-53.0,-70.0,-54.0,-58.0
15,-53.0,-70.0,-55.0,-60.0
15,-52.0,-70.0,-52.0,-59.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-53.0,-60.0
15,-46.0,-70.0,-52.0,-60.0
15,-54.0,-70.0,,
15,-53.0,-69.0,-55.0,-60.0
15,-54.0,-70.0,-54.0,-61.0
15,-54.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-55.0,-59.0
15,-45.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-59.0
15,-53.0,-70.0,-54.0,-61.0
15,-54.0,-72.0,-55.0,-56.0
15,,,-54.0,-59.0
15,-54.0,-70.0,-54.0,-59.0
15,-53.0,-70.0,-54.0,-55.0
15,-53.0,-70.0,-54.0,-60.0
15,,,,-55.0
15,-53.0,-70.0,-50.0,-56.0
15,-52.0,-69.0,-55.0,-58.0
15,-54.0,-70.0,-55.0,-60.0
15,-53.0,-70.0,-54.0,-57.0
15,-52.0,-70.0,-54.0,-59.0
15,-46.0,-73.0,-59.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-54.0
15,-53.0,-70.0,-54.0,-53.0
15,-53.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-52.0,-58.0
15,-53.0,-70.0,-55.0,-58.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-51.0,-60.0
15,-53.0,-70.0,-55.0,-58.0
15,-54.0,-70.0,-55.0,-59.0
15,-54.0,-70.0,-54.0,-58.0
15,-54.0,-70.0,-54.0,-59.0
15,-54.0,-70.0,-54.0,-60.0
15,-53.0,-70.0,-52.0,-61.0
15,-53.0,-70.0,-54.0,-59.0
15,-53.0,-70.0,-54.0,-59.0
15,-53.0,-70.0,-54.0,-61.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-43.0,-70.0,-54.0,-55.0
15,-53.0,-69.0,-54.0,-60.0
15,-53.0,-70.0,-54.0,-61.0
15,-45.0,-70.0,-54.0,-56.0
15,-54.0,-70.0,-54.0,-59.0
15,-53.0,-70.0,-51.0,-60.0
15,-53.0,-70.0,-54.0,-58.0
15,-53.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-54.0,-59.0
15,-53.0,-70.0,-52.0,-58.0
15,-54.0,-70.0,-54.0,-59.0
15,-45.0,-70.0,-54.0,-60.0
15,-54.0,-70.0,-55.0,-58.0
15,-54.0,-70.0,-54.0,-61.0
15,-54.0,-70.0,-54.0,-58.0
15,-53.0,-70.0,-54.0,-61.0
15,-54.0,-70.0,-52.0,-60.0
15,-53.0,-70.0,-54.0,-60.0
