run,accuracy,mde
1,72.46819338422392,0.7646480878794456
2,74.60559796437659,0.6669481504907557
3,73.12977099236642,0.7104368489848566
4,74.70737913486005,0.665076175800641
5,74.40203562340967,0.6740138642346983
