run,accuracy,mde,mde_std
1,99.63265306122449,0.011740815219877854,0.20962773173183435
2,99.67346938775509,0.008814217221381867,0.1860103776545343
3,99.67346938775509,0.008995513290106283,0.17374829062684202
4,99.26530612244898,0.020044658451217178,0.2664778725626824
5,99.63265306122449,0.008870790448964628,0.16641135071935187
