run,accuracy,mde,mde_std
1,99.69465648854961,0.014168032601979855,0.286459087544665
2,99.54198473282443,0.01764756740826442,0.29848474587027474
3,99.6437659033079,0.012395265837149411,0.2228865596071883
4,99.59287531806615,0.01654208834291923,0.2795327763495956
5,99.6437659033079,0.016292913449164673,0.2994807830973809
