run,epochs,total_time_sec,avg_epoch_time_sec
1,126,141.86931800842285,1.1259469683208163
2,147,166.15405249595642,1.130299676843241
3,139,155.80268359184265,1.1208826157686522
4,92,104.33334422111511,1.1340580893599468
5,94,106.76826977729797,1.1358326572052977
