run,epochs,total_time_sec,avg_epoch_time_sec
1,124,136.73601007461548,1.1027097586662538
2,77,81.78476047515869,1.0621397464306324
3,101,110.84091448783875,1.0974347969092946
4,96,109.14590954780579,1.1369365577896435
5,154,173.3145670890808,1.1254192668122132
