run,epochs,total_time_sec,avg_epoch_time_sec
1,127,239.34544467926025,1.8846098006240966
2,148,286.4601378440857,1.9355414719194979
3,153,296.5239179134369,1.93806482296364
4,77,145.43623805046082,1.888782312343647
5,120,226.0480329990387,1.8837336083253224
