alpha,run,error
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.0
0.2,2,4.8373546489791295
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8973665961010275
0.2,2,0.0
0.2,2,1.8000000000000003
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,3.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.8373546489791295
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4000000000000004
0.2,2,0.0
0.2,2,0.0
0.2,2,5.531726674375733
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999999
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.1633307652783933
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2
0.2,2,0.0
0.2,2,1.8000000000000003
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,0.0
0.2,2,0.0
0.2,2,3.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.8418745424597094
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.686149805543993
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,4.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,6.029925372672534
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.5999999999999996
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.660388679233963
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8973665961010275
0.2,2,0.0
0.2,2,0.0
0.2,2,4.686149805543993
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8000000000000003
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,1.7999999999999998
0.2,2,1.8
0.2,2,2.1633307652783933
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,6.26418390534633
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.8373546489791295
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,1.7999999999999998
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.8373546489791295
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,1.8
0.2,2,0.0
0.2,2,1.8000000000000003
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,4.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,1.1999999999999997
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,5.4
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8000000000000003
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.848528137423857
0.2,2,0.0
0.2,2,5.126402247190518
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,2.473863375370596
0.2,2,1.8973665961010275
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.848528137423857
0.2,2,0.0
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,0.0
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,4.686149805543993
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,1.8973665961010275
0.2,2,0.0
0.2,2,4.2
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807022
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,2.473863375370596
0.2,2,4.947726750741193
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,1.2000000000000002
0.2,2,1.8000000000000003
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807022
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.126402247190518
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,1.8973665961010278
0.2,2,0.0
0.2,2,4.2
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,2.473863375370596
0.2,2,1.2
0.2,2,3.0
0.2,2,0.5999999999999996
0.2,2,4.242640687119285
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,5.4
0.2,2,0.6
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,1.8
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,6.177378084592201
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.8373546489791295
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,3.2310988842807022
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.794733192202055
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,4.8373546489791295
0.2,2,3.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,2.1633307652783933
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,3.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,3.6496575181789317
0.2,2,0.8485281374238569
0.2,2,0.0
0.2,2,3.8418745424597094
0.2,2,0.0
0.2,2,1.7999999999999998
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.126402247190518
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,4.242640687119285
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8973665961010273
0.2,2,0.0
0.2,2,3.059411708155671
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.1999999999999997
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,4.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4000000000000004
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.2
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,4.8373546489791295
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.1999999999999997
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,2.1633307652783933
0.2,2,0.0
0.2,2,0.0
0.2,2,3.8418745424597094
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8973665961010278
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,6.029925372672534
0.2,2,4.686149805543993
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.660388679233963
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.5999999999999996
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.3416407864998738
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.686149805543993
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,3.394112549695428
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,2.4
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,1.8
0.2,2,0.0
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.6
0.2,2,1.2
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,0.0
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8973665961010278
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.6496575181789317
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.49857113690718
0.2,2,3.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.4985711369071804
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,4.024922359499621
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.5999999999999996
0.2,2,5.1613951602255765
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,1.2000000000000002
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.2310988842807027
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6
0.2,2,1.8
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,1.8
0.2,2,0.6000000000000005
0.2,2,0.5999999999999996
0.2,2,5.43323108288245
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.6000000000000001
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,3.6
0.2,2,0.0
0.2,2,0.0
0.2,2,0.0
0.2,2,1.8
0.2,2,0.0
0.2,2,4.368065933568311
0.2,2,1.697056274847714
0.2,2,0.0
0.2,2,0.0
