run,accuracy,mde,mde_std
1,93.00040933278756,0.26959570933113886,1.0929158723254837
2,91.4858780188293,0.323158548833462,1.1829519632005876
3,93.24600900532133,0.241812183393048,1.028339759039604
4,93.73720835038887,0.23874412053540153,1.0403784146782569
5,93.6553417928776,0.23222937748584083,1.018029814140508
