run,accuracy,mde
1,99.67346938775509,0.010091469253366113
2,99.59183673469387,0.012543624095275454
3,99.63265306122449,0.01041179276692982
4,99.67346938775509,0.01397343394563084
5,99.63265306122449,0.012529573759885884
