run,accuracy,mde
1,99.71428571428571,0.009182531626101428
2,99.67346938775509,0.013614688954019257
3,99.71428571428571,0.008014511758993814
4,99.63265306122449,0.014194613628468378
5,99.59183673469387,0.010165499505802266
