run,accuracy,mde
1,99.67346938775509,0.007695306677256813
2,99.67346938775509,0.010333228366586967
3,99.63265306122449,0.013484468431645441
4,99.67346938775509,0.009642967650117674
5,99.67346938775509,0.012246215317138402
