run,accuracy,mde
1,99.63265306122449,0.01212617754885399
2,99.75510204081633,0.008262844575532873
3,99.75510204081633,0.00814127187864357
4,99.63265306122449,0.011036871270005515
5,99.75510204081633,0.006606438137594579
