run,accuracy,mde
1,99.71428571428571,0.009664425623286727
2,99.71428571428571,0.010562195427861513
3,99.67346938775509,0.012390204564831043
4,99.67346938775509,0.009249846796550632
5,99.63265306122449,0.01122279727611952
