run,accuracy,mde
1,93.90094146541138,0.2673688632614589
2,95.21080638559148,0.20127633740519085
3,94.71960704052394,0.2200650539323836
4,94.02374130167827,0.2569796518752112
5,94.31027425296766,0.25054225109163325
