run,accuracy,mde
1,76.93877551020408,0.6275949466163773
2,72.85714285714285,0.7204147165032335
3,78.3265306122449,0.5915922794134105
4,77.63265306122449,0.5940477639707972
5,78.48979591836735,0.5876609948925162
