run,error
1,4.569463863518345
1,0.0
1,3.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.2310988842807027
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.2
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6
1,0.0
1,3.6000000000000005
1,0.0
1,1.8973665961010275
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.1613951602255765
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6
1,1.3416407864998738
1,1.8973665961010278
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.5999999999999996
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8
1,0.0
1,0.0
1,0.0
1,0.5999999999999999
1,0.0
1,0.0
1,0.0
1,3.4985711369071804
1,3.6
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.6496575181789317
1,0.0
1,1.697056274847714
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,2.1633307652783933
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,4.368065933568311
1,0.0
1,0.0
1,0.0
1,0.0
1,4.368065933568311
1,1.8973665961010275
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.5999999999999999
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.0
1,0.0
1,0.0
1,3.2310988842807027
1,1.8000000000000003
1,0.0
1,0.6000000000000001
1,0.0
1,0.5999999999999996
1,0.0
1,0.0
1,0.0
1,2.1633307652783933
1,0.0
1,0.0
1,0.0
1,0.0
1,2.1633307652783933
1,1.8
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,0.6
1,4.569463863518345
1,0.0
1,3.2310988842807027
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.8418745424597094
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.692099788303083
1,1.697056274847714
1,0.0
1,3.6496575181789317
1,0.0
1,0.0
1,3.059411708155671
1,1.8
1,4.800000000000001
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.0
1,0.0
1,3.6
1,0.0
1,0.0
1,3.4985711369071804
1,0.0
1,2.1633307652783933
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.909314681077663
1,0.0
1,3.6496575181789317
1,0.0
1,0.0
1,1.8
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.2310988842807027
1,0.0
1,0.0
1,3.4985711369071804
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.394112549695428
1,0.0
1,0.0
1,0.0
1,4.800000000000001
1,3.5999999999999996
1,1.8
1,1.8000000000000003
1,0.0
1,0.0
1,0.0
1,1.3416407864998738
1,0.0
1,0.0
1,4.8373546489791295
1,0.0
1,0.0
1,1.2000000000000002
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6
1,0.0
1,4.800000000000001
1,0.0
1,0.0
1,0.0
1,3.059411708155671
1,0.0
1,0.0
1,0.5999999999999996
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,3.5999999999999996
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.2310988842807027
1,5.43323108288245
1,0.0
1,1.8
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,0.6
1,0.0
1,0.0
1,0.0
1,0.0
1,4.8373546489791295
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.531726674375733
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.697056274847714
1,1.2000000000000002
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.2000000000000002
1,0.0
1,2.4
1,0.0
1,3.0
1,0.0
1,0.0
1,0.0
1,0.0
1,4.368065933568311
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,4.326661530556787
1,3.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.697056274847714
1,0.0
1,0.0
1,0.0
1,0.0
1,3.059411708155671
1,1.2000000000000002
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,1.2
1,0.0
1,1.8000000000000003
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.7999999999999998
1,0.0
1,0.0
1,4.8373546489791295
1,0.0
1,0.0
1,1.8973665961010278
1,3.8418745424597094
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8973665961010278
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,4.8
1,0.0
1,0.0
1,3.5999999999999996
1,0.0
1,0.0
1,0.0
1,3.6496575181789317
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,6.029925372672534
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.5999999999999996
1,0.0
1,0.0
1,0.0
1,3.4985711369071804
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.2310988842807027
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.697056274847714
1,0.0
1,0.0
1,3.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,3.5999999999999996
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.660388679233963
1,0.0
1,3.6496575181789317
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8973665961010273
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,4.368065933568311
1,0.0
1,0.0
1,4.686149805543993
1,0.0
1,0.0
1,3.6
1,0.6
1,0.0
1,0.0
1,0.0
1,3.059411708155671
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8000000000000003
1,0.0
1,0.0
1,3.4985711369071804
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6
1,1.7999999999999998
1,0.0
1,2.1633307652783933
1,0.0
1,2.4000000000000004
1,0.0
1,0.0
1,0.0
1,6.0
1,0.0
1,1.2000000000000002
1,0.0
1,0.0
1,0.0
1,4.8373546489791295
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,4.8373546489791295
1,0.0
1,0.0
1,1.8
1,0.0
1,1.8000000000000003
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8
1,0.0
1,0.0
1,3.4985711369071804
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,4.024922359499622
1,0.0
1,0.0
1,0.5999999999999996
1,0.0
1,1.7999999999999998
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.4985711369071804
1,1.3416407864998738
1,0.0
1,4.8
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.697056274847714
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.059411708155671
1,0.0
1,1.3416407864998738
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8
1,0.0
1,0.0
1,1.7999999999999998
1,0.0
1,0.0
1,0.0
1,1.8973665961010278
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8
1,0.0
1,0.0
1,0.0
1,0.6
1,0.0
1,0.0
1,3.5999999999999996
1,0.0
1,0.0
1,1.697056274847714
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.5999999999999996
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,0.5999999999999996
1,1.7999999999999998
1,5.4
1,0.0
1,0.0
1,4.024922359499622
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.0
1,0.0
1,0.0
1,0.0
1,0.5999999999999996
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,3.059411708155671
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8000000000000003
1,0.0
1,0.0
1,3.2310988842807027
1,0.0
1,3.4985711369071804
1,0.0
1,1.2000000000000002
1,0.0
1,0.6000000000000001
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.2310988842807027
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,1.2000000000000002
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.6000000000000001
1,0.0
1,0.0
1,3.0
1,4.686149805543993
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,3.6
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,4.8373546489791295
1,0.0
1,5.126402247190518
1,0.0
1,0.0
1,1.3416407864998738
1,0.0
1,0.0
1,0.0
1,2.473863375370596
1,4.368065933568311
1,0.6000000000000001
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8
1,4.8373546489791295
1,0.0
1,3.2310988842807027
1,0.0
1,0.0
1,6.118823416311342
1,1.8973665961010273
1,0.0
1,1.7999999999999998
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.2000000000000002
1,4.686149805543993
1,0.0
1,0.0
1,0.0
1,0.6
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,2.1633307652783933
1,3.2310988842807027
1,0.0
1,1.3416407864998738
1,0.0
1,1.8973665961010275
1,0.0
1,4.800000000000001
1,0.0
1,0.0
1,0.0
1,3.2310988842807022
1,5.43323108288245
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.0
1,0.0
1,2.473863375370596
1,4.947726750741193
1,0.0
1,6.708203932499369
1,0.0
1,0.0
1,0.0
1,0.0
1,5.43323108288245
1,0.0
1,0.0
1,3.5999999999999996
1,0.0
1,1.3416407864998738
1,1.2000000000000002
1,1.8000000000000003
1,0.0
1,0.0
1,3.2310988842807022
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.6000000000000001
1,0.6
1,0.0
1,0.0
1,0.0
1,2.4
1,0.0
1,0.0
1,0.0
1,0.0
1,1.3416407864998738
1,0.0
1,3.49857113690718
1,3.2310988842807027
1,2.1633307652783933
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8973665961010278
1,0.0
1,4.2
1,0.0
1,0.0
1,0.0
1,0.0
1,3.4985711369071804
1,2.473863375370596
1,1.2
1,3.0
1,0.5999999999999996
1,4.242640687119285
1,0.6000000000000001
1,0.0
1,5.4
1,0.0
1,0.0
