run,accuracy,mde
1,96.99745547073792,0.12769766884492478
2,96.84478371501272,0.13413238120123674
3,96.66666666666667,0.14861145671235368
4,96.69211195928753,0.14106449977191027
5,96.23409669211196,0.15403411144881593
