run,epochs,total_time_sec,avg_epoch_time_sec
1,80,89.37928605079651,1.1172410756349564
2,110,123.13445830345154,1.119404166395014
3,152,173.01646280288696,1.138266202650572
4,98,111.0709900856018,1.1333774498530798
5,83,94.78233218193054,1.14195580942085
