run,epochs,total_time_sec,avg_epoch_time_sec
1,88,166.48407316207886,1.891864467750896
2,123,232.57390999794006,1.89084479673122
3,106,201.19798016548157,1.8980941525045432
4,131,245.03329515457153,1.8704831691188666
5,85,160.58272695541382,1.889208552416633
