run,accuracy,mde,mde_std
1,99.67346938775509,0.009267852630276345,0.17625302072811902
2,99.63265306122449,0.010351184605518055,0.1867197942069642
3,99.55102040816325,0.014145503357712865,0.23305405048838487
4,99.63265306122449,0.011968424501616701,0.2306415667765747
5,99.63265306122449,0.010200736543789144,0.1898496345781956
