run,accuracy,mde
1,99.67346938775509,0.007944631822104382
2,99.67346938775509,0.012223935580377371
3,99.71428571428571,0.011883490651130894
4,99.71428571428571,0.00924387748470992
5,99.67346938775509,0.009088980618551396
