run,accuracy,mde,mde_std
1,99.67346938775509,0.011324024655829552,0.23540310874848552
2,99.55102040816325,0.012750090574504753,0.21578685271023076
3,99.59183673469387,0.013252122732785967,0.23373605735611547
4,99.55102040816325,0.012504198869820892,0.20852928172598345
5,99.34693877551021,0.0185634660107133,0.26492642370017955
