run,accuracy,mde,mde_std
1,95.90667212443716,0.1650658977149656,0.8865013509501032
2,95.8248055669259,0.17275540137597675,0.9185338788327507
3,95.41547277936962,0.1703561191498125,0.8726764225956952
4,96.31600491199345,0.14927400962571788,0.8485096348196763
5,95.62013917314776,0.16376255926131691,0.8615408514727733
