run,epochs,total_time_sec,avg_epoch_time_sec
1,136,255.30930924415588,1.877274332677617
2,113,210.80891752243042,1.8655656417914197
3,95,181.50343203544617,1.9105624424783807
4,153,290.6008698940277,1.8993520908106387
5,170,312.3188097476959,1.8371694691040936
