timeStemp,AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,label,label_coor,coordinate
553314807,-55.0,-75.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553311770,-58.0,-77.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553309385,-57.0,-76.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553310142,-58.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553311520,-57.0,-77.0,-62.0,-52.0,33.0,"(4.8, 0)",1-9
553311358,,-76.0,,,33.0,"(4.8, 0)",1-9
553308618,-58.0,-72.0,-64.0,-54.0,33.0,"(4.8, 0)",1-9
553313171,-56.0,-76.0,-61.0,-49.0,33.0,"(4.8, 0)",1-9
553314249,-55.0,-75.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553310863,,,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553310757,-56.0,-76.0,-61.0,-53.0,33.0,"(4.8, 0)",1-9
553308673,-57.0,-76.0,-64.0,-55.0,33.0,"(4.8, 0)",1-9
553313550,-56.0,-75.0,-60.0,-48.0,33.0,"(4.8, 0)",1-9
553310024,-57.0,-76.0,-63.0,-49.0,33.0,"(4.8, 0)",1-9
553309709,-57.0,-76.0,-65.0,-51.0,33.0,"(4.8, 0)",1-9
553311915,-57.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553312490,-56.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553310982,-57.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553314737,-55.0,-75.0,-59.0,-53.0,33.0,"(4.8, 0)",1-9
553311950,-57.0,-75.0,-65.0,-47.0,33.0,"(4.8, 0)",1-9
553313675,-55.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553313377,-56.0,-75.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553314825,-51.0,-75.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553309824,-58.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553313740,-55.0,-76.0,-60.0,-45.0,33.0,"(4.8, 0)",1-9
553310923,-57.0,-76.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553310709,-52.0,-77.0,-65.0,-51.0,33.0,"(4.8, 0)",1-9
553312350,-57.0,-76.0,-61.0,-51.0,33.0,"(4.8, 0)",1-9
553309867,-58.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553309533,-57.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553311788,-57.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553310319,-57.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553309925,-58.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553310641,-55.0,-75.0,-62.0,-54.0,33.0,"(4.8, 0)",1-9
553313441,-55.0,-75.0,-61.0,-44.0,33.0,"(4.8, 0)",1-9
553309939,-57.0,-76.0,-62.0,-49.0,33.0,"(4.8, 0)",1-9
553313757,-55.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553309518,-52.0,-77.0,-66.0,-52.0,33.0,"(4.8, 0)",1-9
553308862,-56.0,-76.0,-63.0,-55.0,33.0,"(4.8, 0)",1-9
553309068,-57.0,-76.0,-66.0,-51.0,33.0,"(4.8, 0)",1-9
553310658,-51.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553310305,-57.0,-77.0,-63.0,-52.0,33.0,"(4.8, 0)",1-9
553312828,-55.0,-76.0,-64.0,-52.0,33.0,"(4.8, 0)",1-9
553311502,-56.0,-76.0,-62.0,-54.0,33.0,"(4.8, 0)",1-9
553311214,-56.0,-75.0,-64.0,-53.0,33.0,"(4.8, 0)",1-9
553309504,-57.0,-76.0,-66.0,-52.0,33.0,"(4.8, 0)",1-9
553313725,-55.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553313642,-55.0,-76.0,-63.0,-49.0,33.0,"(4.8, 0)",1-9
553312080,-57.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553312657,-56.0,-76.0,-62.0,-50.0,33.0,"(4.8, 0)",1-9
553313689,-56.0,-76.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553314972,-56.0,-75.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553310351,-53.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553310694,-57.0,-77.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553313495,-50.0,-76.0,-66.0,-49.0,33.0,"(4.8, 0)",1-9
553309780,-57.0,-76.0,-63.0,-49.0,33.0,"(4.8, 0)",1-9
553314012,-55.0,-76.0,-60.0,-54.0,33.0,"(4.8, 0)",1-9
553313102,-56.0,-75.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553314029,-55.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553311834,-57.0,-77.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553312676,-56.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553313426,-55.0,-76.0,-59.0,-43.0,33.0,"(4.8, 0)",1-9
553311231,-56.0,-75.0,-64.0,-49.0,33.0,"(4.8, 0)",1-9
553312220,-57.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553313083,-56.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553312035,-56.0,-75.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553313067,-56.0,-75.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553310414,-58.0,-76.0,-63.0,-51.0,33.0,"(4.8, 0)",1-9
553309083,-56.0,-76.0,-66.0,-55.0,33.0,"(4.8, 0)",1-9
553308688,-55.0,-76.0,-66.0,-54.0,33.0,"(4.8, 0)",1-9
553312846,,-76.0,,,33.0,"(4.8, 0)",1-9
553311260,-56.0,-75.0,-64.0,-53.0,33.0,"(4.8, 0)",1-9
553312255,-52.0,-76.0,-60.0,-49.0,33.0,"(4.8, 0)",1-9
553310157,-58.0,-77.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553311169,-55.0,-75.0,-59.0,-53.0,33.0,"(4.8, 0)",1-9
553313836,-55.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553313203,-55.0,-75.0,-66.0,-53.0,33.0,"(4.8, 0)",1-9
553312982,-56.0,-76.0,-61.0,-46.0,33.0,"(4.8, 0)",1-9
553314284,-55.0,-75.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553310229,-58.0,-77.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553314620,-55.0,-76.0,-60.0,-52.0,33.0,"(4.8, 0)",1-9
553312966,-51.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553314909,-46.0,-75.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553313155,-56.0,-75.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553312018,-56.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553314512,-55.0,-75.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553312441,-57.0,-76.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553310938,-57.0,-76.0,-64.0,-54.0,33.0,"(4.8, 0)",1-9
553312565,-56.0,-76.0,-62.0,-48.0,33.0,"(4.8, 0)",1-9
553310529,-58.0,-77.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553310815,-56.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553311469,-56.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553311438,-56.0,-76.0,-61.0,-52.0,33.0,"(4.8, 0)",1-9
553315021,-50.0,-76.0,-62.0,,33.0,"(4.8, 0)",1-9
553308571,-55.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553312001,-56.0,-76.0,-62.0,-48.0,33.0,"(4.8, 0)",1-9
553311538,-56.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553310200,-57.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553310274,-58.0,-77.0,-59.0,-48.0,33.0,"(4.8, 0)",1-9
553311866,-56.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553313773,-55.0,-75.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553312811,-56.0,-76.0,-61.0,,33.0,"(4.8, 0)",1-9
553310380,-57.0,-75.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553314185,-55.0,-75.0,-64.0,-48.0,33.0,"(4.8, 0)",1-9
553310083,-58.0,-77.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553313326,-56.0,-75.0,-65.0,-46.0,33.0,"(4.8, 0)",1-9
553310480,-57.0,-77.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553313221,-56.0,-76.0,-62.0,-52.0,33.0,"(4.8, 0)",1-9
553309170,-56.0,-76.0,-66.0,-48.0,33.0,"(4.8, 0)",1-9
553314602,-55.0,-75.0,-61.0,-47.0,33.0,"(4.8, 0)",1-9
553309474,-56.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553309765,-57.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553312166,-57.0,-77.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553311275,-56.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553310864,-57.0,-76.0,,,33.0,"(4.8, 0)",1-9
553308703,-56.0,-76.0,-66.0,-55.0,33.0,"(4.8, 0)",1-9
553309039,-57.0,-76.0,-66.0,-55.0,33.0,"(4.8, 0)",1-9
553308938,-49.0,-76.0,-66.0,-53.0,33.0,"(4.8, 0)",1-9
553311029,-56.0,-75.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553310626,-57.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553313706,-55.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553312881,-55.0,-76.0,-60.0,-48.0,33.0,"(4.8, 0)",1-9
553311817,-57.0,-77.0,-62.0,-44.0,33.0,"(4.8, 0)",1-9
553309911,-58.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553309269,-57.0,-76.0,-66.0,-54.0,33.0,"(4.8, 0)",1-9
553312132,-56.0,-76.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553314721,-55.0,-75.0,-62.0,-52.0,33.0,"(4.8, 0)",1-9
553314430,-55.0,-75.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553311152,-55.0,-75.0,-64.0,-52.0,33.0,"(4.8, 0)",1-9
553309127,-57.0,-76.0,-66.0,-55.0,33.0,"(4.8, 0)",1-9
553313567,-56.0,-75.0,-62.0,-51.0,33.0,"(4.8, 0)",1-9
553311567,-56.0,-76.0,-66.0,-54.0,33.0,"(4.8, 0)",1-9
553312845,-55.0,,-64.0,-53.0,33.0,"(4.8, 0)",1-9
553312368,-52.0,-76.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553313923,-55.0,-75.0,-62.0,-54.0,33.0,"(4.8, 0)",1-9
553308593,-58.0,-77.0,-68.0,-52.0,33.0,"(4.8, 0)",1-9
553312405,-57.0,-76.0,-63.0,-44.0,33.0,"(4.8, 0)",1-9
553314403,-55.0,-75.0,-62.0,-54.0,33.0,"(4.8, 0)",1-9
553309984,-57.0,-76.0,-62.0,-51.0,33.0,"(4.8, 0)",1-9
553311901,-57.0,-77.0,-63.0,-48.0,33.0,"(4.8, 0)",1-9
553314099,-50.0,-76.0,-63.0,-49.0,33.0,"(4.8, 0)",1-9
553311681,-58.0,-77.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553311046,-57.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553309954,-58.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553312999,-56.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553311717,-56.0,-76.0,-61.0,-49.0,33.0,"(4.8, 0)",1-9
553309414,-57.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553309214,-57.0,-76.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553308991,-56.0,-76.0,-61.0,-43.0,33.0,"(4.8, 0)",1-9
553312583,-51.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553311483,,,,-53.0,33.0,"(4.8, 0)",1-9
553314346,-55.0,-75.0,-64.0,-52.0,33.0,"(4.8, 0)",1-9
553308923,-49.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553313605,-55.0,-75.0,-61.0,-53.0,33.0,"(4.8, 0)",1-9
553311967,-57.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553312473,-56.0,-76.0,-64.0,-48.0,33.0,"(4.8, 0)",1-9
553312933,-56.0,-75.0,-62.0,-52.0,33.0,"(4.8, 0)",1-9
553310907,-57.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553314065,-55.0,-76.0,-62.0,-54.0,33.0,"(4.8, 0)",1-9
553310563,-57.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553309429,-56.0,-75.0,-63.0,-52.0,33.0,"(4.8, 0)",1-9
553310514,-58.0,-77.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553310397,-58.0,-70.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553308645,-57.0,-77.0,-67.0,-52.0,33.0,"(4.8, 0)",1-9
553309460,-49.0,-75.0,-65.0,-51.0,33.0,"(4.8, 0)",1-9
553313138,-55.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553308731,-56.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553310849,,,,-53.0,33.0,"(4.8, 0)",1-9
553309113,-57.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553314584,-55.0,-75.0,-61.0,-52.0,33.0,"(4.8, 0)",1-9
553313790,-56.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553311734,-57.0,-76.0,-63.0,-44.0,33.0,"(4.8, 0)",1-9
553312798,-56.0,-76.0,-62.0,,33.0,"(4.8, 0)",1-9
553314166,-55.0,-70.0,-63.0,-48.0,33.0,"(4.8, 0)",1-9
553312065,-56.0,-76.0,-61.0,-47.0,33.0,"(4.8, 0)",1-9
553311585,-57.0,-77.0,-61.0,-48.0,33.0,"(4.8, 0)",1-9
553311667,-57.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553313053,-56.0,-75.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553314547,-55.0,-76.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553312315,-57.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553314989,-55.0,-74.0,-59.0,-53.0,33.0,"(4.8, 0)",1-9
553314565,-55.0,-75.0,-65.0,-47.0,33.0,"(4.8, 0)",1-9
553313188,-56.0,-76.0,-64.0,-51.0,33.0,"(4.8, 0)",1-9
553312621,-56.0,-75.0,-65.0,-46.0,33.0,"(4.8, 0)",1-9
553311484,-56.0,-76.0,-65.0,,33.0,"(4.8, 0)",1-9
553310891,-56.0,-75.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553309156,-57.0,-76.0,-62.0,-54.0,33.0,"(4.8, 0)",1-9
553311752,-56.0,-76.0,-65.0,-48.0,33.0,"(4.8, 0)",1-9
553311341,-56.0,-75.0,-64.0,-52.0,33.0,"(4.8, 0)",1-9
553313290,-55.0,-75.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553312455,-57.0,-75.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553310054,-58.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553309298,-57.0,-76.0,-66.0,-52.0,33.0,"(4.8, 0)",1-9
553308558,-50.0,-79.0,-66.0,-52.0,33.0,"(4.8, 0)",1-9
553309240,-57.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553309694,-58.0,-76.0,-65.0,-49.0,33.0,"(4.8, 0)",1-9
553311553,-56.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553309022,-57.0,-76.0,-66.0,-50.0,33.0,"(4.8, 0)",1-9
553312523,-56.0,-75.0,-63.0,-48.0,33.0,"(4.8, 0)",1-9
553309853,-58.0,-70.0,-65.0,-52.0,33.0,"(4.8, 0)",1-9
553313808,-55.0,-76.0,-62.0,-49.0,33.0,"(4.8, 0)",1-9
553309284,-57.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553313905,-55.0,-75.0,-60.0,-54.0,33.0,"(4.8, 0)",1-9
553312536,-56.0,-75.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553312149,-56.0,-76.0,-62.0,-50.0,33.0,"(4.8, 0)",1-9
553308716,-57.0,-76.0,-66.0,-53.0,33.0,"(4.8, 0)",1-9
553313394,-56.0,-75.0,-66.0,-52.0,33.0,"(4.8, 0)",1-9
553309809,-58.0,-77.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553312695,-56.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553310967,-52.0,-76.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553313624,-56.0,-76.0,-64.0,-47.0,33.0,"(4.8, 0)",1-9
553315036,-54.0,-74.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553310497,-57.0,-77.0,-61.0,-54.0,33.0,"(4.8, 0)",1-9
553313238,-51.0,-75.0,-64.0,-53.0,33.0,"(4.8, 0)",1-9
553314892,-56.0,-74.0,-65.0,-45.0,33.0,"(4.8, 0)",1-9
553313459,-56.0,-75.0,-62.0,-49.0,33.0,"(4.8, 0)",1-9
553312181,-56.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553309313,-57.0,-76.0,-66.0,-50.0,33.0,"(4.8, 0)",1-9
553314217,-55.0,-75.0,-65.0,-54.0,33.0,"(4.8, 0)",1-9
553309254,-57.0,-76.0,-63.0,-54.0,33.0,"(4.8, 0)",1-9
553311091,-55.0,-75.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553311323,-52.0,-76.0,-62.0,-53.0,33.0,"(4.8, 0)",1-9
553315103,-55.0,-75.0,-61.0,-49.0,33.0,"(4.8, 0)",1-9
553311289,-56.0,-76.0,-65.0,-53.0,33.0,"(4.8, 0)",1-9
553311012,-56.0,-75.0,-63.0,-53.0,33.0,"(4.8, 0)",1-9
553309371,-57.0,-77.0,-66.0,-52.0,33.0,"(4.8, 0)",1-9
553318219,-58.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553320606,-60.0,-69.0,-59.0,-48.0,34.0,"(4.2, 0)",1-8
553323308,-60.0,-69.0,-60.0,-61.0,34.0,"(4.2, 0)",1-8
553317615,-58.0,-68.0,-58.0,-60.0,34.0,"(4.2, 0)",1-8
553317765,-57.0,-68.0,-60.0,-48.0,34.0,"(4.2, 0)",1-8
553318334,-60.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553319258,-61.0,-68.0,-55.0,-55.0,34.0,"(4.2, 0)",1-8
553322410,-61.0,-69.0,-59.0,-61.0,34.0,"(4.2, 0)",1-8
553322947,-61.0,-69.0,-57.0,-61.0,34.0,"(4.2, 0)",1-8
553321339,-59.0,-69.0,-59.0,-60.0,34.0,"(4.2, 0)",1-8
553322963,-61.0,-69.0,-59.0,-60.0,34.0,"(4.2, 0)",1-8
553318348,-60.0,-69.0,-59.0,-60.0,34.0,"(4.2, 0)",1-8
553321633,-60.0,-69.0,-59.0,-53.0,34.0,"(4.2, 0)",1-8
553323325,-55.0,-68.0,,,34.0,"(4.2, 0)",1-8
553319550,-59.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553321191,-58.0,-69.0,-59.0,-57.0,34.0,"(4.2, 0)",1-8
553319928,-59.0,-69.0,-54.0,-51.0,34.0,"(4.2, 0)",1-8
553322751,-61.0,-69.0,-57.0,-55.0,34.0,"(4.2, 0)",1-8
553317229,-61.0,-70.0,-57.0,-62.0,34.0,"(4.2, 0)",1-8
553320218,-58.0,-62.0,-55.0,-52.0,34.0,"(4.2, 0)",1-8
553317978,-59.0,-70.0,-61.0,-61.0,34.0,"(4.2, 0)",1-8
553323534,-61.0,-69.0,-60.0,-48.0,34.0,"(4.2, 0)",1-8
553321156,-58.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553320831,-58.0,-68.0,-57.0,-60.0,34.0,"(4.2, 0)",1-8
553322211,-60.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553321985,-60.0,-69.0,-59.0,-57.0,34.0,"(4.2, 0)",1-8
553318441,-60.0,-69.0,-60.0,-60.0,34.0,"(4.2, 0)",1-8
553320457,-59.0,-69.0,-55.0,-60.0,34.0,"(4.2, 0)",1-8
553319838,-61.0,-69.0,-55.0,-54.0,34.0,"(4.2, 0)",1-8
553317323,-62.0,-69.0,-60.0,-60.0,34.0,"(4.2, 0)",1-8
553319179,-60.0,-69.0,-53.0,-54.0,34.0,"(4.2, 0)",1-8
553318594,-54.0,-68.0,-53.0,-60.0,34.0,"(4.2, 0)",1-8
553317097,-59.0,-77.0,-62.0,-62.0,34.0,"(4.2, 0)",1-8
553319066,-59.0,-68.0,-55.0,-54.0,34.0,"(4.2, 0)",1-8
553321124,-59.0,-69.0,-59.0,-60.0,34.0,"(4.2, 0)",1-8
553322730,-60.0,-69.0,-56.0,-59.0,34.0,"(4.2, 0)",1-8
553317994,-59.0,-69.0,-60.0,-56.0,34.0,"(4.2, 0)",1-8
553322084,-61.0,-69.0,-59.0,-55.0,34.0,"(4.2, 0)",1-8
553318409,-55.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553322279,-60.0,-69.0,-53.0,-49.0,34.0,"(4.2, 0)",1-8
553321354,-59.0,-69.0,-59.0,-61.0,34.0,"(4.2, 0)",1-8
553322158,-61.0,-70.0,-56.0,-54.0,34.0,"(4.2, 0)",1-8
553319304,-61.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553318911,-61.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553318706,-55.0,-69.0,-57.0,-54.0,34.0,"(4.2, 0)",1-8
553322498,-60.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553317483,-60.0,-69.0,-60.0,-56.0,34.0,"(4.2, 0)",1-8
553323018,-61.0,-69.0,-58.0,,34.0,"(4.2, 0)",1-8
553319853,-55.0,-69.0,-59.0,-55.0,34.0,"(4.2, 0)",1-8
553319097,-58.0,-68.0,-57.0,-55.0,34.0,"(4.2, 0)",1-8
553319383,-56.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553317435,-62.0,-70.0,-58.0,-59.0,34.0,"(4.2, 0)",1-8
553318943,-61.0,-69.0,-59.0,-60.0,34.0,"(4.2, 0)",1-8
553317827,-61.0,-69.0,-58.0,-51.0,34.0,"(4.2, 0)",1-8
553323422,-59.0,-69.0,-58.0,-61.0,34.0,"(4.2, 0)",1-8
553322584,-59.0,-69.0,-59.0,-56.0,34.0,"(4.2, 0)",1-8
553318268,-61.0,-69.0,-59.0,-57.0,34.0,"(4.2, 0)",1-8
553318254,-61.0,-69.0,-55.0,-52.0,34.0,"(4.2, 0)",1-8
553317714,-59.0,-69.0,-60.0,-60.0,34.0,"(4.2, 0)",1-8
553321863,-61.0,-70.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553318009,-59.0,-69.0,-60.0,-62.0,34.0,"(4.2, 0)",1-8
553319775,-60.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553317565,-59.0,-70.0,-54.0,-54.0,34.0,"(4.2, 0)",1-8
553319518,-58.0,-69.0,-56.0,-59.0,34.0,"(4.2, 0)",1-8
553322427,-60.0,-69.0,-56.0,-60.0,34.0,"(4.2, 0)",1-8
553320186,-57.0,-68.0,-57.0,-58.0,34.0,"(4.2, 0)",1-8
553323551,-60.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553318750,-61.0,-69.0,-58.0,-59.0,34.0,"(4.2, 0)",1-8
553317585,-59.0,-69.0,-60.0,-52.0,34.0,"(4.2, 0)",1-8
553323241,-61.0,-69.0,-58.0,-60.0,34.0,"(4.2, 0)",1-8
553320946,-59.0,-69.0,-59.0,-52.0,34.0,"(4.2, 0)",1-8
553322480,-61.0,-69.0,-59.0,-60.0,34.0,"(4.2, 0)",1-8
553318317,-60.0,-69.0,-56.0,-54.0,34.0,"(4.2, 0)",1-8
553319979,-52.0,-69.0,-58.0,-55.0,34.0,"(4.2, 0)",1-8
553319319,-61.0,-69.0,-53.0,-48.0,34.0,"(4.2, 0)",1-8
553317171,-58.0,-74.0,-57.0,-60.0,34.0,"(4.2, 0)",1-8
553317812,-60.0,-69.0,-54.0,-49.0,34.0,"(4.2, 0)",1-8
553318534,-60.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553321108,-55.0,-69.0,-57.0,-60.0,34.0,"(4.2, 0)",1-8
553323586,-61.0,-70.0,-61.0,-53.0,34.0,"(4.2, 0)",1-8
553323121,-60.0,-69.0,-60.0,-61.0,34.0,"(4.2, 0)",1-8
553322799,-61.0,-70.0,-55.0,-51.0,34.0,"(4.2, 0)",1-8
553320868,-55.0,-68.0,-57.0,-54.0,34.0,"(4.2, 0)",1-8
553317141,-60.0,-78.0,-59.0,-64.0,34.0,"(4.2, 0)",1-8
553317374,-59.0,-69.0,-56.0,-60.0,34.0,"(4.2, 0)",1-8
553319161,-58.0,-69.0,-55.0,-58.0,34.0,"(4.2, 0)",1-8
553318969,-60.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553322850,-52.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553318103,-56.0,-70.0,-57.0,-58.0,34.0,"(4.2, 0)",1-8
553322175,-60.0,-69.0,-59.0,-58.0,34.0,"(4.2, 0)",1-8
553320489,-60.0,-69.0,-57.0,-60.0,34.0,"(4.2, 0)",1-8
553323260,-61.0,-69.0,-57.0,-60.0,34.0,"(4.2, 0)",1-8
553318577,-59.0,-68.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553322393,-61.0,-69.0,-59.0,-61.0,34.0,"(4.2, 0)",1-8
553318812,-61.0,-68.0,-53.0,-49.0,34.0,"(4.2, 0)",1-8
553323467,-59.0,-69.0,-56.0,-60.0,34.0,"(4.2, 0)",1-8
553320689,-59.0,-69.0,-58.0,-60.0,34.0,"(4.2, 0)",1-8
553319994,-59.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553321075,-60.0,-69.0,-59.0,-55.0,34.0,"(4.2, 0)",1-8
553323187,-61.0,-69.0,-60.0,-53.0,34.0,"(4.2, 0)",1-8
553323436,-60.0,-69.0,-59.0,-55.0,34.0,"(4.2, 0)",1-8
553320619,-60.0,-69.0,-59.0,-59.0,34.0,"(4.2, 0)",1-8
553318301,-60.0,-69.0,-53.0,-46.0,34.0,"(4.2, 0)",1-8
553318846,-61.0,-69.0,-58.0,-54.0,34.0,"(4.2, 0)",1-8
553318895,-60.0,-69.0,-56.0,-54.0,34.0,"(4.2, 0)",1-8
553317341,-58.0,-68.0,-60.0,-60.0,34.0,"(4.2, 0)",1-8
553318155,-60.0,-69.0,-57.0,-55.0,34.0,"(4.2, 0)",1-8
553321437,-61.0,-63.0,-59.0,-55.0,34.0,"(4.2, 0)",1-8
