timeStemp,AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,label_numeric,label_coor,coordinate
604731005,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604734264,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604732365,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604734835,-62.0,-72.0,-64.0,-42.0,1-1,"(0, 0)","(0, 0)"
604732311,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604731061,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604734864,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733090,-62.0,-72.0,-60.0,-48.0,1-1,"(0, 0)","(0, 0)"
604733644,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604734295,-62.0,-72.0,-62.0,-45.0,1-1,"(0, 0)","(0, 0)"
604733117,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604734990,-52.0,-72.0,-64.0,-43.0,1-1,"(0, 0)","(0, 0)"
604733160,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604734709,-62.0,-72.0,-62.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733797,-62.0,-72.0,-62.0,-47.0,1-1,"(0, 0)","(0, 0)"
604730823,-54.0,-72.0,-63.0,-40.0,1-1,"(0, 0)","(0, 0)"
604731759,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604735525,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733783,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604735075,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604735694,-62.0,-71.0,-62.0,-47.0,1-1,"(0, 0)","(0, 0)"
604734366,-57.0,-72.0,-62.0,-45.0,1-1,"(0, 0)","(0, 0)"
604732505,-62.0,-72.0,-64.0,-43.0,1-1,"(0, 0)","(0, 0)"
604733403,-54.0,-72.0,-62.0,-45.0,1-1,"(0, 0)","(0, 0)"
604731547,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604731160,-62.0,-72.0,-64.0,-45.0,1-1,"(0, 0)","(0, 0)"
604732018,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604732862,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604732490,-62.0,-72.0,-62.0,-48.0,1-1,"(0, 0)","(0, 0)"
604730865,-62.0,-72.0,-63.0,-43.0,1-1,"(0, 0)","(0, 0)"
604730934,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733912,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604732379,-57.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604735539,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733756,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604731033,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733235,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604734751,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604730745,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604734207,-62.0,-72.0,-64.0,-48.0,1-1,"(0, 0)","(0, 0)"
604733601,-62.0,-72.0,-61.0,-42.0,1-1,"(0, 0)","(0, 0)"
604731117,-62.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604734108,-62.0,-72.0,-60.0,-45.0,1-1,"(0, 0)","(0, 0)"
604729864,-57.0,-72.0,-64.0,-47.0,1-1,"(0, 0)","(0, 0)"
604735341,-62.0,-72.0,-64.0,-42.0,1-1,"(0, 0)","(0, 0)"
604730158,-62.0,-72.0,-63.0,-47.0,1-1,"(0, 0)","(0, 0)"
604733207,-62.0,-72.0,-62.0,-45.0,1-1,"(0, 0)","(0, 0)"
