timeStemp,AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,label,label_coor,coordinate
493449966,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452343,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493454857,-62.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493453208,-61.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493452672,-55.0,-68.0,-61.0,-59.0,31.0,"(6.0, 0)",1-11
493449444,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493452468,-56.0,-69.0,-63.0,-61.0,31.0,"(6.0, 0)",1-11
493453468,-61.0,-70.0,-60.0,,31.0,"(6.0, 0)",1-11
493454740,-60.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493455089,-55.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449149,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493454668,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493449205,-60.0,-70.0,-62.0,-58.0,31.0,"(6.0, 0)",1-11
493455277,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493454683,-62.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493448952,-63.0,-69.0,-61.0,-56.0,31.0,"(6.0, 0)",1-11
493449262,-55.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493453149,-60.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493454281,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449776,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493451696,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493454540,-62.0,-70.0,-59.0,-59.0,31.0,"(6.0, 0)",1-11
493453266,-56.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493451946,-61.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493453310,-60.0,-69.0,-61.0,-59.0,31.0,"(6.0, 0)",1-11
493454484,-61.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493449337,-61.0,-70.0,-63.0,-59.0,31.0,"(6.0, 0)",1-11
493454193,-60.0,-68.0,-60.0,-54.0,31.0,"(6.0, 0)",1-11
493451855,-62.0,-69.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493453339,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493449575,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493451518,-62.0,-70.0,-65.0,-61.0,31.0,"(6.0, 0)",1-11
493455335,-55.0,-70.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493450638,-52.0,-70.0,-62.0,-57.0,31.0,"(6.0, 0)",1-11
493454121,-60.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493453671,-61.0,-69.0,-60.0,-58.0,31.0,"(6.0, 0)",1-11
493453178,-60.0,-69.0,-58.0,-60.0,31.0,"(6.0, 0)",1-11
493449304,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449632,-61.0,-70.0,-62.0,-61.0,31.0,"(6.0, 0)",1-11
493455247,-62.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493455392,-60.0,-70.0,-63.0,-59.0,31.0,"(6.0, 0)",1-11
493450933,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493450304,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449790,-61.0,-70.0,-61.0,-54.0,31.0,"(6.0, 0)",1-11
493451180,-61.0,-70.0,-64.0,-61.0,31.0,"(6.0, 0)",1-11
493449325,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449234,-61.0,-69.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493449912,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493454799,-61.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493453511,-61.0,-70.0,-60.0,-61.0,31.0,"(6.0, 0)",1-11
493449419,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493450173,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493453438,-60.0,-70.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493450780,-61.0,-70.0,-63.0,-56.0,31.0,"(6.0, 0)",1-11
493455364,-61.0,-70.0,-62.0,-61.0,31.0,"(6.0, 0)",1-11
493454063,-62.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493450318,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493452453,-62.0,-69.0,-63.0,-61.0,31.0,"(6.0, 0)",1-11
493454625,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493454511,-62.0,-70.0,-61.0,-59.0,31.0,"(6.0, 0)",1-11
493454725,-62.0,-69.0,-61.0,-58.0,31.0,"(6.0, 0)",1-11
493452360,,-69.0,,,31.0,"(6.0, 0)",1-11
493450464,-61.0,-70.0,-61.0,-58.0,31.0,"(6.0, 0)",1-11
493454339,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449039,-62.0,-70.0,-65.0,-58.0,31.0,"(6.0, 0)",1-11
493449618,-62.0,-70.0,-59.0,-60.0,31.0,"(6.0, 0)",1-11
493451534,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493450853,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493454568,-62.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493454006,-55.0,-69.0,-56.0,-60.0,31.0,"(6.0, 0)",1-11
493449220,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493454989,-60.0,-68.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493455103,-60.0,-68.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493454150,-61.0,-69.0,-63.0,-61.0,31.0,"(6.0, 0)",1-11
493448984,-56.0,-69.0,-63.0,-51.0,31.0,"(6.0, 0)",1-11
493449248,-61.0,-69.0,-64.0,-55.0,31.0,"(6.0, 0)",1-11
493455190,-52.0,-69.0,-63.0,-59.0,31.0,"(6.0, 0)",1-11
493449832,-55.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493455032,-62.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452774,-61.0,-68.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493451460,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449873,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493450552,-61.0,-70.0,-61.0,-58.0,31.0,"(6.0, 0)",1-11
493453091,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493452164,-62.0,-69.0,-60.0,-58.0,31.0,"(6.0, 0)",1-11
493449390,-61.0,-70.0,-63.0,-55.0,31.0,"(6.0, 0)",1-11
493451753,-61.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493451740,-61.0,-68.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449350,-60.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449094,-62.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493454886,-62.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493450522,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452299,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493455047,-61.0,-70.0,-61.0,-55.0,31.0,"(6.0, 0)",1-11
493450667,-61.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493450610,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493452438,-61.0,-69.0,-58.0,-60.0,31.0,"(6.0, 0)",1-11
493451095,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493455018,-61.0,-69.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493454581,-61.0,-69.0,-62.0,-52.0,31.0,"(6.0, 0)",1-11
493453932,-56.0,-70.0,-65.0,-59.0,31.0,"(6.0, 0)",1-11
493451225,-62.0,-70.0,-63.0,-61.0,31.0,"(6.0, 0)",1-11
493451446,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493452226,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493454770,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493450992,-61.0,-70.0,-65.0,-54.0,31.0,"(6.0, 0)",1-11
493453729,-61.0,-69.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
493453409,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493451417,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493452359,-61.0,,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493450537,-61.0,-70.0,-60.0,-56.0,31.0,"(6.0, 0)",1-11
493451870,-62.0,-69.0,-64.0,-58.0,31.0,"(6.0, 0)",1-11
493451051,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493453554,-60.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493451152,-60.0,-69.0,-63.0,-55.0,31.0,"(6.0, 0)",1-11
493453743,-61.0,-69.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
493453005,-61.0,-69.0,-59.0,-60.0,31.0,"(6.0, 0)",1-11
493450158,-61.0,-70.0,-63.0,-58.0,31.0,"(6.0, 0)",1-11
493454324,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493451325,-61.0,-70.0,-61.0,-52.0,31.0,"(6.0, 0)",1-11
493453685,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493454092,-62.0,-69.0,-57.0,-55.0,31.0,"(6.0, 0)",1-11
493450027,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452255,-61.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493454902,-62.0,-69.0,-61.0,-55.0,31.0,"(6.0, 0)",1-11
493453482,-61.0,-69.0,-60.0,-61.0,31.0,"(6.0, 0)",1-11
493450680,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452586,-61.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493452818,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493451960,-61.0,,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493453569,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493451931,-61.0,-69.0,-62.0,-61.0,31.0,"(6.0, 0)",1-11
493451961,,-69.0,,,31.0,"(6.0, 0)",1-11
493451711,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493453977,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493454654,-62.0,-70.0,-62.0,-53.0,31.0,"(6.0, 0)",1-11
493449488,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493450964,-61.0,-70.0,-65.0,-61.0,31.0,"(6.0, 0)",1-11
493453714,-61.0,-70.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
493454106,-53.0,-70.0,-62.0,-52.0,31.0,"(6.0, 0)",1-11
493452918,-61.0,-69.0,-61.0,-53.0,31.0,"(6.0, 0)",1-11
493454412,-62.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449818,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493450567,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493452557,-61.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493453991,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449067,-62.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493455292,-62.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493453467,,,,-60.0,31.0,"(6.0, 0)",1-11
493451239,-54.0,-70.0,-63.0,-61.0,31.0,"(6.0, 0)",1-11
493451124,-61.0,-70.0,-64.0,-61.0,31.0,"(6.0, 0)",1-11
493451475,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493451577,-61.0,-70.0,-64.0,-55.0,31.0,"(6.0, 0)",1-11
493449135,-61.0,-70.0,-63.0,-54.0,31.0,"(6.0, 0)",1-11
493452513,-61.0,-68.0,-62.0,-55.0,31.0,"(6.0, 0)",1-11
493450450,-61.0,-70.0,-61.0,-58.0,31.0,"(6.0, 0)",1-11
493450129,-61.0,-70.0,-63.0,-54.0,31.0,"(6.0, 0)",1-11
493449517,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493453033,-61.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493451350,-61.0,-70.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493455074,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452730,-61.0,-69.0,-63.0,-55.0,31.0,"(6.0, 0)",1-11
493451781,-61.0,-69.0,-64.0,-61.0,31.0,"(6.0, 0)",1-11
493454310,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452421,-62.0,-69.0,-59.0,-59.0,31.0,"(6.0, 0)",1-11
493455262,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493451725,-62.0,-69.0,-63.0,-61.0,31.0,"(6.0, 0)",1-11
493450245,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493452498,-56.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493451297,-61.0,-70.0,-61.0,,31.0,"(6.0, 0)",1-11
493452122,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493451080,-61.0,-70.0,-65.0,-55.0,31.0,"(6.0, 0)",1-11
493448974,-59.0,-70.0,-60.0,-57.0,31.0,"(6.0, 0)",1-11
493450289,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493454178,-53.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449952,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493453962,-61.0,-70.0,-64.0,-61.0,31.0,"(6.0, 0)",1-11
493450736,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493453772,-61.0,-69.0,-59.0,-58.0,31.0,"(6.0, 0)",1-11
493450347,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493451022,-61.0,-70.0,-65.0,-61.0,31.0,"(6.0, 0)",1-11
493453903,-56.0,-70.0,-65.0,-59.0,31.0,"(6.0, 0)",1-11
493454755,-60.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493453222,-61.0,-70.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
493450361,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452947,-61.0,-69.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493449938,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493449316,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449502,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493451036,-61.0,-70.0,-64.0,-61.0,31.0,"(6.0, 0)",1-11
493450721,-61.0,-70.0,-61.0,-59.0,31.0,"(6.0, 0)",1-11
493451562,-60.0,-69.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493451840,-62.0,-69.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493451548,-55.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449924,-61.0,-70.0,-62.0,-55.0,31.0,"(6.0, 0)",1-11
493455132,-62.0,-70.0,-61.0,-55.0,31.0,"(6.0, 0)",1-11
493452903,-61.0,-69.0,-56.0,-55.0,31.0,"(6.0, 0)",1-11
493454266,-61.0,-69.0,-61.0,-55.0,31.0,"(6.0, 0)",1-11
493453526,-61.0,-69.0,-60.0,-61.0,31.0,"(6.0, 0)",1-11
493452832,-61.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493454136,-60.0,-68.0,,,31.0,"(6.0, 0)",1-11
493455160,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493450766,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493451065,-61.0,-70.0,-65.0,-61.0,31.0,"(6.0, 0)",1-11
493454295,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452860,-62.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452136,-61.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493452211,-61.0,-69.0,-62.0,-53.0,31.0,"(6.0, 0)",1-11
493450203,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493454595,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452078,-62.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493450824,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493454454,-53.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452687,-61.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493454034,-53.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493453888,-62.0,-69.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493454639,-62.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493453583,-55.0,-70.0,-60.0,-61.0,31.0,"(6.0, 0)",1-11
493452745,-61.0,-69.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
493453396,-61.0,-70.0,-60.0,-61.0,31.0,"(6.0, 0)",1-11
493450582,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493451504,-61.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493454872,-62.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493453382,-61.0,-69.0,-60.0,-61.0,31.0,"(6.0, 0)",1-11
493453251,-60.0,-68.0,-61.0,-54.0,31.0,"(6.0, 0)",1-11
493455218,-62.0,-70.0,-62.0,-57.0,31.0,"(6.0, 0)",1-11
493453643,-60.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493452284,-62.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493453106,-61.0,-70.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
493451311,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493450920,-61.0,-70.0,-63.0,-59.0,31.0,"(6.0, 0)",1-11
493451767,-62.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493452630,-61.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452270,-62.0,-69.0,-62.0,-54.0,31.0,"(6.0, 0)",1-11
493450624,-54.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493450694,-61.0,-70.0,-62.0,-61.0,31.0,"(6.0, 0)",1-11
493454828,-61.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452150,-55.0,-69.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493454222,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493455174,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493450795,-60.0,-70.0,-64.0,-60.0,31.0,"(6.0, 0)",1-11
493453020,-61.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493454354,-62.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493450508,-61.0,-70.0,-62.0,-55.0,31.0,"(6.0, 0)",1-11
493453801,-61.0,-69.0,-61.0,-57.0,31.0,"(6.0, 0)",1-11
493453193,-61.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493450881,-61.0,-70.0,-63.0,-59.0,31.0,"(6.0, 0)",1-11
493453700,-61.0,-70.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493449604,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493454960,-61.0,-69.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493449899,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452990,-60.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493450188,-61.0,-70.0,-63.0,-55.0,31.0,"(6.0, 0)",1-11
493452390,-62.0,-69.0,,,31.0,"(6.0, 0)",1-11
493451607,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493451253,-61.0,-70.0,-61.0,-61.0,31.0,"(6.0, 0)",1-11
493449164,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493449473,-61.0,-70.0,-58.0,-60.0,31.0,"(6.0, 0)",1-11
493449376,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493451375,,-70.0,-62.0,-61.0,31.0,"(6.0, 0)",1-11
493451007,-61.0,-70.0,-65.0,-61.0,31.0,"(6.0, 0)",1-11
493454555,-62.0,-69.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493455061,-61.0,-68.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452107,-61.0,-69.0,-64.0,-61.0,31.0,"(6.0, 0)",1-11
493450332,-61.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449702,-61.0,-70.0,-61.0,-60.0,31.0,"(6.0, 0)",1-11
493452375,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493453830,-61.0,-69.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493455421,-58.0,-70.0,-59.0,-58.0,31.0,"(6.0, 0)",1-11
493451489,-62.0,-70.0,-63.0,-60.0,31.0,"(6.0, 0)",1-11
493449560,-61.0,-70.0,-57.0,-59.0,31.0,"(6.0, 0)",1-11
493454048,-61.0,-69.0,-59.0,-58.0,31.0,"(6.0, 0)",1-11
493451901,-62.0,-69.0,-65.0,-53.0,31.0,"(6.0, 0)",1-11
493452976,-61.0,-69.0,-60.0,-56.0,31.0,"(6.0, 0)",1-11
493452571,-61.0,-70.0,-62.0,-60.0,31.0,"(6.0, 0)",1-11
493454368,-62.0,-70.0,-61.0,-55.0,31.0,"(6.0, 0)",1-11
493449012,-62.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493452600,-60.0,-68.0,-62.0,-56.0,31.0,"(6.0, 0)",1-11
493454814,-61.0,-69.0,-62.0,-55.0,31.0,"(6.0, 0)",1-11
493450405,-61.0,-70.0,-62.0,-54.0,31.0,"(6.0, 0)",1-11
493452179,-61.0,-70.0,-62.0,-59.0,31.0,"(6.0, 0)",1-11
493454526,-56.0,-70.0,-61.0,-59.0,31.0,"(6.0, 0)",1-11
493451990,-62.0,-69.0,-60.0,-60.0,31.0,"(6.0, 0)",1-11
493451389,-60.0,-69.0,-61.0,-55.0,31.0,"(6.0, 0)",1-11
493450376,-61.0,-70.0,-63.0,-59.0,31.0,"(6.0, 0)",1-11
493453120,-60.0,-69.0,-60.0,-59.0,31.0,"(6.0, 0)",1-11
