run,accuracy,mde,mde_std
1,95.98853868194843,0.16982037721458196,0.9071387456336607
2,95.9476054031928,0.17106382754352698,0.9039755960901507
3,95.25173966434711,0.1869099461054334,0.9219329108921306
4,96.31600491199345,0.14868857536551497,0.8406743101623776
5,96.02947196070404,0.17142869770736022,0.9137162848765995
