run,accuracy,mde,mde_std
1,96.07040523945967,0.16388410675131207,0.8936731051535748
2,95.53827261563652,0.1871295070860807,0.9546345928075533
3,95.74293900941466,0.1785454107808201,0.9352427746557361
4,96.31600491199345,0.15679196005204654,0.8814228568682244
5,96.35693819074908,0.15496755447870184,0.8783966281041753
