run,accuracy,mde
1,97.78625954198473,0.06826795961213789
2,98.34605597964376,0.05362120163625131
3,98.37150127226462,0.042362769544077174
4,98.49872773536894,0.044648404611558924
5,98.29516539440203,0.04994550758615023
