run,accuracy,mde
1,98.1679389312977,0.05439288140542577
2,98.42239185750637,0.04643636932212947
3,98.47328244274809,0.03462635681326305
4,98.37150127226462,0.047292990519947786
5,98.57506361323155,0.035456198777129966
