run,sample_idx,error
1,1,1.2000000000000002
1,2,0.5999999999999999
1,3,1.2000000000000002
1,4,2.545584412271571
1,5,1.2000000000000002
1,6,1.2000000000000002
1,7,1.2000000000000002
1,8,1.2000000000000002
1,9,1.2000000000000002
1,10,1.2000000000000002
1,11,2.545584412271571
1,12,1.2000000000000002
1,13,2.545584412271571
1,14,2.545584412271571
1,15,2.545584412271571
1,16,2.545584412271571
1,17,1.2000000000000002
1,18,1.2000000000000002
1,19,1.2000000000000002
1,20,2.545584412271571
1,21,1.2000000000000002
1,22,2.545584412271571
1,23,2.545584412271571
1,24,1.2000000000000002
1,25,2.545584412271571
1,26,1.2000000000000002
1,27,2.545584412271571
1,28,2.545584412271571
1,29,2.545584412271571
1,30,2.545584412271571
1,31,2.545584412271571
1,32,2.545584412271571
1,33,1.2000000000000002
1,34,2.545584412271571
1,35,1.2000000000000002
1,36,2.545584412271571
1,37,2.545584412271571
1,38,2.545584412271571
1,39,2.545584412271571
1,40,2.545584412271571
1,41,1.2000000000000002
1,42,2.545584412271571
1,43,2.545584412271571
1,44,2.545584412271571
1,45,1.2000000000000002
1,46,3.4985711369071804
1,47,2.545584412271571
1,48,1.2000000000000002
1,49,2.545584412271571
1,50,2.545584412271571
1,51,1.2000000000000002
1,52,2.545584412271571
1,53,2.545584412271571
1,54,2.545584412271571
1,55,1.2000000000000002
1,56,1.2000000000000002
1,57,1.2000000000000002
1,58,2.545584412271571
1,59,1.2000000000000002
1,60,2.545584412271571
1,61,2.545584412271571
1,62,2.545584412271571
1,63,2.545584412271571
1,64,2.545584412271571
1,65,1.2000000000000002
1,66,2.545584412271571
1,67,2.545584412271571
1,68,2.545584412271571
1,69,2.545584412271571
1,70,2.545584412271571
1,71,2.545584412271571
1,72,2.545584412271571
1,73,2.545584412271571
1,74,2.545584412271571
1,75,2.545584412271571
1,76,1.2000000000000002
1,77,2.545584412271571
1,78,2.545584412271571
1,79,2.545584412271571
1,80,2.545584412271571
1,81,2.545584412271571
1,82,2.545584412271571
1,83,2.545584412271571
1,84,2.545584412271571
1,85,2.545584412271571
1,86,1.2000000000000002
1,87,2.545584412271571
1,88,2.545584412271571
1,89,2.545584412271571
1,90,2.545584412271571
1,91,2.545584412271571
1,92,2.545584412271571
1,93,1.2000000000000002
1,94,2.545584412271571
1,95,2.545584412271571
1,96,1.2000000000000002
1,97,2.545584412271571
1,98,2.545584412271571
1,99,1.2000000000000002
1,100,1.2000000000000002
1,101,1.2000000000000002
1,102,2.545584412271571
1,103,2.545584412271571
1,104,2.545584412271571
1,105,1.2000000000000002
1,106,2.545584412271571
1,107,1.2000000000000002
1,108,2.545584412271571
1,109,1.2000000000000002
1,110,1.2000000000000002
1,111,1.2000000000000002
1,112,2.545584412271571
1,113,1.2000000000000002
1,114,1.2000000000000002
1,115,1.8973665961010275
1,116,1.2000000000000002
1,117,2.545584412271571
1,118,1.2000000000000002
1,119,2.545584412271571
1,120,1.2000000000000002
1,121,2.545584412271571
1,122,2.545584412271571
1,123,2.545584412271571
1,124,1.2000000000000002
1,125,3.4985711369071804
1,126,2.545584412271571
1,127,2.545584412271571
1,128,2.545584412271571
1,129,2.545584412271571
1,130,2.545584412271571
1,131,2.545584412271571
1,132,2.545584412271571
1,133,1.2000000000000002
1,134,1.2000000000000002
1,135,2.545584412271571
1,136,2.545584412271571
1,137,2.545584412271571
1,138,2.545584412271571
1,139,2.545584412271571
1,140,2.545584412271571
1,141,2.545584412271571
1,142,2.545584412271571
1,143,2.545584412271571
1,144,2.545584412271571
1,145,2.545584412271571
1,146,2.545584412271571
1,147,3.4985711369071804
1,148,2.545584412271571
1,149,2.545584412271571
1,150,2.545584412271571
1,151,2.545584412271571
1,152,2.545584412271571
1,153,2.545584412271571
1,154,2.545584412271571
1,155,2.545584412271571
1,156,2.545584412271571
1,157,2.545584412271571
1,158,2.545584412271571
1,159,2.545584412271571
1,160,2.545584412271571
1,161,2.545584412271571
1,162,2.545584412271571
1,163,2.545584412271571
1,164,2.545584412271571
1,165,2.545584412271571
1,166,2.545584412271571
1,167,2.545584412271571
1,168,2.545584412271571
1,169,1.2000000000000002
1,170,2.545584412271571
1,171,2.545584412271571
1,172,2.545584412271571
1,173,2.545584412271571
1,174,2.545584412271571
1,175,2.545584412271571
1,176,2.545584412271571
1,177,2.545584412271571
1,178,0.5999999999999999
1,179,2.545584412271571
1,180,2.545584412271571
1,181,2.545584412271571
1,182,1.2000000000000002
1,183,2.545584412271571
1,184,2.545584412271571
1,185,1.2000000000000002
1,186,2.545584412271571
1,187,2.545584412271571
1,188,2.545584412271571
1,189,2.545584412271571
1,190,1.2000000000000002
1,191,2.545584412271571
1,192,1.2000000000000002
1,193,2.545584412271571
1,194,2.545584412271571
1,195,1.2000000000000002
1,196,2.545584412271571
1,197,2.545584412271571
1,198,2.545584412271571
1,199,1.2000000000000002
1,200,2.545584412271571
1,201,1.2000000000000002
1,202,1.2000000000000002
1,203,2.545584412271571
1,204,1.2000000000000002
1,205,1.2000000000000002
1,206,1.2000000000000002
1,207,2.545584412271571
1,208,1.2000000000000002
1,209,2.545584412271571
1,210,2.545584412271571
1,211,1.2000000000000002
1,212,2.545584412271571
1,213,2.545584412271571
1,214,1.2000000000000002
1,215,2.545584412271571
1,216,1.2000000000000002
1,217,3.4985711369071804
1,218,1.2000000000000002
1,219,2.545584412271571
1,220,1.2000000000000002
1,221,2.545584412271571
1,222,2.545584412271571
1,223,1.2000000000000002
1,224,2.545584412271571
1,225,2.545584412271571
1,226,1.2000000000000002
1,227,1.2000000000000002
1,228,2.545584412271571
1,229,3.4985711369071804
1,230,2.545584412271571
1,231,2.545584412271571
1,232,1.2000000000000002
1,233,2.545584412271571
1,234,2.545584412271571
1,235,2.545584412271571
1,236,2.545584412271571
1,237,2.545584412271571
1,238,2.545584412271571
1,239,2.545584412271571
1,240,2.545584412271571
1,241,2.545584412271571
1,242,2.545584412271571
1,243,2.545584412271571
1,244,2.545584412271571
1,245,1.2000000000000002
1,246,2.545584412271571
1,247,2.545584412271571
1,248,2.545584412271571
1,249,1.2000000000000002
1,250,2.545584412271571
1,251,1.2000000000000002
1,252,2.545584412271571
1,253,1.2000000000000002
1,254,2.545584412271571
1,255,1.2000000000000002
1,256,1.2000000000000002
1,257,2.545584412271571
1,258,1.2000000000000002
1,259,2.545584412271571
1,260,2.545584412271571
1,261,1.2000000000000002
1,262,1.2000000000000002
1,263,2.545584412271571
1,264,1.2000000000000002
1,265,2.545584412271571
1,266,2.545584412271571
1,267,1.2000000000000002
1,268,2.545584412271571
1,269,2.545584412271571
1,270,1.2000000000000002
1,271,1.2000000000000002
1,272,2.545584412271571
1,273,2.545584412271571
1,274,2.545584412271571
1,275,2.545584412271571
1,276,2.545584412271571
1,277,1.2000000000000002
1,278,1.2000000000000002
1,279,2.545584412271571
1,280,1.2000000000000002
1,281,2.545584412271571
1,282,2.545584412271571
1,283,1.2000000000000002
1,284,2.545584412271571
1,285,2.545584412271571
1,286,2.545584412271571
1,287,2.545584412271571
1,288,2.545584412271571
1,289,2.545584412271571
1,290,2.545584412271571
1,291,2.545584412271571
1,292,2.545584412271571
1,293,2.545584412271571
1,294,1.2000000000000002
1,295,2.545584412271571
1,296,1.2000000000000002
1,297,1.2000000000000002
1,298,2.545584412271571
1,299,2.545584412271571
1,300,2.545584412271571
1,301,1.2000000000000002
1,302,1.2000000000000002
1,303,2.545584412271571
1,304,1.2000000000000002
1,305,1.2000000000000002
1,306,2.545584412271571
1,307,2.545584412271571
1,308,1.2000000000000002
1,309,2.545584412271571
1,310,1.2000000000000002
1,311,2.545584412271571
1,312,1.2000000000000002
1,313,2.545584412271571
1,314,1.2000000000000002
1,315,2.545584412271571
1,316,1.2000000000000002
1,317,1.2000000000000002
1,318,2.545584412271571
1,319,1.8
1,320,2.545584412271571
1,321,1.2000000000000002
1,322,2.545584412271571
1,323,1.2000000000000002
1,324,2.545584412271571
1,325,1.2000000000000002
1,326,1.2000000000000002
1,327,2.545584412271571
1,328,1.2000000000000002
1,329,2.545584412271571
1,330,1.2000000000000002
1,331,2.545584412271571
1,332,1.2000000000000002
