run,accuracy,mde,mde_std
1,95.90667212443716,0.16719190394749434,0.8880132535948906
2,96.27507163323781,0.15298642840961404,0.8657351339677998
3,95.98853868194843,0.16314313518351076,0.8861091778305978
4,95.41547277936962,0.18485006804531132,0.9375602139375941
5,96.27507163323781,0.14219917942963836,0.8103104164072561
