run,accuracy,mde,mde_std
1,95.16987310683585,0.19979841827595318,0.97982866805525
2,95.90667212443716,0.16255099546056445,0.8692615550896117
3,95.74293900941466,0.1808925939915158,0.9371532290939834
4,95.86573884568153,0.1655457042455947,0.8894820562332245
5,96.02947196070404,0.15756364501435788,0.8618415830689733
