run,epochs,total_time_sec,avg_epoch_time_sec
1,142,161.33592414855957,1.1361684799194336
2,141,154.26940941810608,1.0941092866532347
3,110,125.47231769561768,1.1406574335965243
4,97,110.02795600891113,1.1343088248341353
5,169,191.41982293128967,1.1326616741496431
