run,epochs,total_time_sec,avg_epoch_time_sec
1,93,152.00472235679626,1.634459380180605
2,83,135.98130226135254,1.638328942907862
3,85,137.78133034706116,1.6209568276124842
4,79,129.41123270988464,1.6381168697453752
5,56,90.10235953330994,1.6089707059519631
