run,accuracy,mde,epochs,total_time_sec,avg_epoch_time_sec
1,99.54198473282443,0.014783117351781654,56,48.97689151763916,0.8745873485292707
2,99.69465648854961,0.011184333326695904,60,52.05015802383423,0.8675026337305705
3,99.59287531806615,0.01310330121803207,37,32.433918714523315,0.8765923976898193
4,99.54198473282443,0.021099112256704362,60,52.145100831985474,0.8690850138664246
5,99.49109414758269,0.023520608623568206,36,31.38625478744507,0.871840410762363
