run,accuracy,mde
1,99.72010178117048,0.012099485251234186
2,99.72010178117048,0.01008440192716391
3,99.66921119592875,0.011575874667183083
4,99.6437659033079,0.01080758454775419
5,99.69465648854961,0.010656424553726961
