run,epochs,total_time_sec,avg_epoch_time_sec
1,176,324.6926181316376,1.8448444212024862
2,88,165.8664891719818,1.8848464678634296
3,131,245.69453620910645,1.8755308107565378
4,136,257.3418550491333,1.8922195224200977
5,70,130.98081493377686,1.871154499053955
