run,epochs,total_time_sec,avg_epoch_time_sec
1,83,94.76352620124817,1.1417292313403393
2,87,99.54420042037964,1.1441862117285015
3,63,72.53135323524475,1.1512913211943612
4,112,124.47039151191711,1.1113427813564027
5,72,77.96360278129578,1.0828278164068859
