run,accuracy,mde
1,99.71428571428571,0.0094521161238048
2,99.59183673469387,0.014631136569090859
3,99.75510204081633,0.007470012311609738
4,99.67346938775509,0.010172963131555674
5,99.71428571428571,0.0074479775370488045
