run,accuracy,mde
1,99.72010178117048,0.007644688919948325
2,99.72010178117048,0.008942155364730102
3,99.74554707379136,0.00856787308451306
4,99.77099236641222,0.006516838870263556
5,99.74554707379136,0.00761814598660053
