run,epochs,total_time_sec,avg_epoch_time_sec
1,106,198.48730754852295,1.8725217693256881
2,141,265.9992730617523,1.8865196671046265
3,74,141.42232584953308,1.9111125114801768
4,100,191.24541449546814,1.9124541449546815
5,142,271.8521978855133,1.914452097785305
