run,accuracy,mde,mde_std
1,92.42734343020877,0.2959299434688018,1.160782165282902
2,93.12320916905445,0.2652482282948887,1.1003588092943049
3,95.00613999181334,0.19859010167267557,0.9692642293527275
4,93.16414244781008,0.25414008823106293,1.0525243048790425
5,93.7781416291445,0.22514963749549347,1.0068204912309344
